BKCLASS,CB,CERT,CITY,EDEPDOM,EDEPFOR,EFFDATE,EFREPP,EINTEXP,ELNATR,EOTHINT,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAMEFULL,NAMEHCR,NIM,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
NM,1.0,17214,SEALY,5994.0,0.0,2022-08-31,0.0,5994.0,264.0,0.0,1907-08-12,13,13,11,HOUSTON,17214_20250930,DIF,1953-04-24,0,CITIZENS STATE BANK,Unknown,9800.0,5,1,0,0,FDIC,2025-09-30,0.0,5,TX,0,0,77474
NM,1.0,17229,HENDERSON,9999.0,0.0,2024-11-05,5.0,11350.0,401.0,1346.0,1943-10-13,11,11,10,GRAND ISLAND,17229_20250930,DIF,1953-06-17,0,HENDERSON STATE BANK,HENDERSON STATE CO,15006.0,4,9,0,0,FDIC,2025-09-30,1055847.0,2,NE,0,0,68371
N,1.0,17230,CHICAGO,9882.0,0.0,2022-08-31,0.0,9882.0,390.0,0.0,1953-06-27,9,9,7,CHICAGO,17230_20250930,DIF,1953-06-27,0,ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION,ALBANK CORP,15390.0,3,4,0,0,OCC,2025-09-30,1208933.0,4,IL,0,1,60625
NM,1.0,17232,SIDNEY,1325.0,0.0,2022-10-09,0.0,1355.0,92.0,30.0,1921-10-10,9,9,7,DETROIT,17232_20250930,DIF,1953-06-15,0,SIDNEY STATE BANK,SIDNEY BCORP,4743.0,3,3,0,0,FDIC,2025-09-30,3621497.0,5,MI,0,0,48885
NM,1.0,17241,HENNEPIN,1594.0,0.0,2022-08-31,0.0,1604.0,0.0,10.0,1946-12-07,9,9,7,PRINCETON,17241_20250930,DIF,1953-06-23,0,NORTH CENTRAL BANK,PUTNAM COUNTY BCORP INC,3791.0,3,2,0,0,FDIC,2025-09-30,1136492.0,2,IL,1,0,61327
SM,1.0,17259,SAINT ANSGAR,2032.0,0.0,2024-06-30,17.0,3048.0,19.0,999.0,1891-03-28,11,11,7,DES MOINES,17259_20250930,DIF,1953-09-01,0,ST. ANSGAR STATE BANK,ST ANSGAR BCORP,3581.0,4,2,0,0,FED,2025-09-30,1208728.0,2,IA,1,1,50472
SI,1.0,17262,ESSEX,3551.0,0.0,2022-08-31,0.0,3561.0,180.0,10.0,1851-08-06,2,2,1,WINDSOR,17262_20250930,DIF,1953-10-02,1,ESSEX SAVINGS BANK,Unknown,12630.0,1,8,0,0,FDIC,2025-09-30,0.0,4,CT,0,1,06426
NM,0.0,17266,ROSEBURG,552230.0,0.0,2025-09-01,2888.0,656036.0,127173.0,100918.0,1953-11-09,14,14,12,PORTLAND,17266_20250930,DIF,1953-11-09,0,COLUMBIA BANK,COLUMBIA BANKING SYSTEM INC,1406058.0,4,383,0,0,FDIC,2025-09-30,2078816.0,4,OR,0,1,97470
NM,1.0,17280,TIOGA,7394.0,0.0,2024-06-30,73.0,7467.0,810.0,0.0,1952-07-16,11,11,9,FARGO,17280_20250930,DIF,1953-12-07,0,THE BANK OF TIOGA,TS BANKING GROUP INC,6805.0,3,2,0,0,FDIC,2025-09-30,1207785.0,2,ND,0,0,58852
N,0.0,17281,LOS ANGELES,1025070.0,0.0,2023-11-17,1169.0,1188439.0,57663.0,162200.0,1953-12-04,14,14,12,LOS ANGELES,17281_20250930,DIF,1953-12-04,0,CITY NATIONAL BANK,ROYAL BANK OF CANADA,2172316.0,4,71,0,0,OCC,2025-09-30,1232497.0,4,CA,0,1,90071
NM,1.0,17282,CEDAR RAPIDS,9325.0,0.0,2024-06-30,375.0,10868.0,1050.0,1168.0,1881-01-01,11,11,7,CEDAR RAPIDS,17282_20250930,DIF,1953-12-11,0,BANKIOWA,FIDELITY BAN CORP,22059.0,4,13,0,0,FDIC,2025-09-30,1204337.0,2,IA,1,1,52402
NM,1.0,172,ZEBULON,7901.0,0.0,2022-08-31,0.0,7901.0,3039.0,0.0,1905-01-31,5,5,6,ATLANTA,172_20250930,DIF,1934-01-01,0,UNITED BANK,UNITED BK EMPLOYEE STK OWNERSHIP PLAN TR,81232.0,5,18,0,0,FDIC,2025-09-30,5937848.0,4,GA,0,1,30295
SM,1.0,17308,HONOLULU,50695.0,0.0,2025-01-24,0.0,51697.0,13316.0,1002.0,1954-02-15,14,14,12,SAN FRANCISCO,17308_20250930,DIF,1954-02-15,0,CENTRAL PACIFIC BANK,CENTRAL PACIFIC FINANCIAL CORP,183588.0,4,27,0,0,FED,2025-09-30,1022764.0,4,HI,0,1,96813
NM,1.0,1730,GREENSBORO,1272.0,0.0,2023-04-21,0.0,1272.0,0.0,0.0,1904-03-07,5,5,6,SHELBY,1730_20250930,DIF,1934-01-01,0,PEOPLES BANK OF GREENSBORO,GREENSBORO BANCSHARES INC,2381.0,5,1,0,0,FDIC,2025-09-30,1086775.0,2,AL,1,0,36744
NM,1.0,17317,GARNETT,4290.0,0.0,2022-08-31,0.0,4416.0,910.0,126.0,1899-07-11,11,11,10,KANSAS CITY,17317_20250930,DIF,1954-04-12,0,GOPPERT STATE SERVICE BANK,GOPPERT FINANCIAL CORP,10100.0,4,9,0,0,FDIC,2025-09-30,1051380.0,2,KS,0,0,66032
NM,1.0,17320,PANA,4893.0,0.0,2024-05-17,934.0,5891.0,40.0,64.0,1954-05-01,9,9,7,SPRINGFIELD IL,17320_20250930,DIF,1954-05-01,0,PEOPLES BANK & TRUST,PEOPLE FIRST BANCSHARES INC,20240.0,3,14,0,0,FDIC,2025-09-30,1209480.0,2,IL,0,1,62557
NM,1.0,17323,FARMINGTON,45508.0,0.0,2022-08-31,21.0,51055.0,4829.0,5526.0,1954-05-11,11,11,8,ST. LOUIS,17323_20250930,DIF,1954-05-11,0,FIRST STATE COMMUNITY BANK,FIRST STATE BANCSHARES INC,110733.0,4,53,0,0,FDIC,2025-09-30,1099917.0,4,MO,0,0,63640
NM,1.0,17327,DICKSON,2336.0,0.0,2022-08-31,0.0,2352.0,0.0,16.0,1954-05-26,13,13,6,NASHVILLE,17327_20250930,DIF,1954-05-26,0,BANK OF DICKSON,DICKSON FINANCIAL CORP,6305.0,5,4,0,0,FDIC,2025-09-30,1085899.0,5,TN,0,1,37055
NM,1.0,17348,SLATER,10578.0,0.0,2024-06-30,0.0,12971.0,985.0,2393.0,1954-09-01,11,11,7,DES MOINES,17348_20250930,DIF,1954-09-01,0,SOUTH STORY BANK & TRUST,Unknown,15939.0,4,6,0,0,FDIC,2025-09-30,0.0,4,IA,0,1,50244
NM,1.0,17350,SAN DIEGO,687.0,0.0,2022-08-31,0.0,687.0,10.0,0.0,1954-08-09,13,13,11,HOUSTON,17350_20250930,DIF,1954-08-09,0,FIRST STATE BANK OF SAN DIEGO,SAN DIEGO BANCSHARES INC,2082.0,5,1,0,0,FDIC,2025-09-30,1832749.0,7,TX,1,0,78384
NM,1.0,1735,PIEDMONT,2252.0,0.0,2022-08-31,0.0,2261.0,0.0,9.0,1915-04-12,5,5,6,SHELBY,1735_20250930,DIF,1934-01-01,0,FARMERS AND MERCHANTS BANK,F&M FINANCIAL CORP,8446.0,5,5,0,0,FDIC,2025-09-30,1137882.0,4,AL,0,0,36272
NM,1.0,17369,MULVANE,2241.0,0.0,2022-08-31,0.0,2328.0,0.0,87.0,1886-07-01,11,11,10,WICHITA,17369_20250930,DIF,1954-11-05,0,CARSON BANK,MULVANE BANKSHARES INC,5665.0,4,4,0,0,FDIC,2025-09-30,1061455.0,4,KS,0,0,67110
NM,1.0,17374,BALDWIN CITY,8818.0,0.0,2022-08-31,0.0,10517.0,110.0,1699.0,1900-12-11,11,11,10,KANSAS CITY,17374_20250930,DIF,1954-12-16,0,MID-AMERICA BANK,MID-AMERICA BANKSHARES INC,13184.0,4,6,0,0,FDIC,2025-09-30,2521059.0,8,KS,0,0,66006
NM,1.0,17375,MANKATO,441.0,0.0,2022-08-31,0.0,441.0,0.0,0.0,1887-11-01,11,11,10,HAYS,17375_20250930,DIF,1954-12-16,0,THE STATE EXCHANGE BANK,Unknown,1011.0,4,1,0,0,FDIC,2025-09-30,0.0,2,KS,1,0,66956
NM,1.0,17388,MORGAN CITY,5878.0,0.0,2022-08-31,0.0,5878.0,13.0,0.0,1955-01-20,13,13,6,BATON ROUGE,17388_20250930,DIF,1955-01-20,0,M C BANK & TRUST COMPANY,M C BANCSHARES INC,13551.0,5,10,0,0,FDIC,2025-09-30,1841732.0,4,LA,0,0,70380
NM,0.0,17393,JASPER,87388.0,0.0,2025-02-01,267.0,90077.0,17436.0,2422.0,1910-11-10,9,9,8,INDIANAPOLIS,17393_20250930,DIF,1955-01-18,0,GERMAN AMERICAN BANK,GERMAN AMERICAN BCORP INC,220605.0,3,97,0,0,FDIC,2025-09-30,1098620.0,4,IN,0,1,47546
SM,1.0,17399,WELLINGTON,2129.0,0.0,2022-08-31,0.0,2461.0,0.0,332.0,1928-04-03,11,11,10,WICHITA,17399_20250930,DIF,1955-02-10,0,IMPACT BANK,FIRST FINANCIAL CORP,3841.0,4,2,0,0,FED,2025-09-30,1067514.0,2,KS,1,0,67152
NM,1.0,17403,HAVILAND,507.0,0.0,2022-08-31,1.0,798.0,23.0,290.0,1903-08-31,11,11,10,WICHITA,17403_20250930,DIF,1955-02-24,0,THE HAVILAND STATE BANK,HAVILAND BANCSHARES EMPLOYEE STK OWNERSHIP PLAN&TR AGREEMENT,1458.0,4,2,0,0,FDIC,2025-09-30,4873033.0,2,KS,0,0,67059
NM,1.0,17410,BENDENA,1070.0,0.0,2022-08-31,58.0,1204.0,90.0,76.0,1904-01-01,11,11,10,KANSAS CITY,17410_20250930,DIF,1955-03-17,0,THE BENDENA STATE BANK,BENDENA BANCSHARES INC,3008.0,4,2,0,0,FDIC,2025-09-30,1056648.0,2,KS,1,0,66008
SM,1.0,17411,WALDEN,6248.0,0.0,2022-08-31,1.0,8159.0,521.0,1910.0,1955-02-21,13,11,10,DENVER,17411_20250930,DIF,1955-02-21,0,MOUNTAIN VALLEY BANK,PLATTE VALLEY FINL SERVICE COMPANIES,13825.0,4,7,0,0,FED,2025-09-30,2511014.0,4,CO,0,0,80480
SM,1.0,17431,MOUNTAIN VIEW,17430.0,0.0,2023-11-01,3.0,20780.0,1262.0,3347.0,1955-04-29,13,11,8,LITTLE ROCK,17431_20250930,DIF,1955-04-29,0,STONE BANK,MO ARK BANCSHARES INC,16504.0,5,6,0,0,FED,2025-09-30,5812954.0,4,AR,0,1,72560
SM,1.0,17437,ABERDEEN,69952.0,0.0,2024-06-30,0.0,70200.0,3150.0,248.0,1955-04-30,11,11,9,SIOUX FALLS,17437_20250930,DIF,1955-04-30,0,DACOTAH BANK,DACOTAH BANKS INC,117296.0,4,33,0,0,FED,2025-09-30,1121229.0,2,SD,0,1,57401
N,0.0,17438,EAST LANSING,107858.0,0.0,2022-08-31,0.0,170215.0,3272.0,62357.0,1955-05-06,9,9,7,DETROIT,17438_20250930,DIF,1955-05-06,0,FIRST NATIONAL BANK OF AMERICA,FIRST NATIONAL BANCSHARES INC,226698.0,3,3,0,0,OCC,2025-09-30,1206313.0,5,MI,0,0,48823
NM,1.0,17441,DYSART,57.0,0.0,2024-06-30,5.0,62.0,6.0,0.0,1934-01-01,11,11,7,DES MOINES,17441_20250930,DIF,1955-05-31,0,DYSART STATE BANK,DYSART BANCSHARES INC,556.0,4,1,0,0,FDIC,2025-09-30,1130717.0,2,IA,1,1,52224
SI,1.0,17443,PORTSMOUTH,5152.0,0.0,2024-11-17,0.0,6214.0,-175.0,1062.0,1877-01-01,2,2,1,CONCORD,17443_20250930,DIF,1955-07-01,1,PISCATAQUA SAVINGS BANK,Unknown,3417.0,1,1,0,0,FDIC,2025-09-30,0.0,5,NH,0,1,03801
NM,1.0,17446,FORT DAVIS,4344.0,0.0,2024-03-22,0.0,4344.0,1264.0,0.0,1911-10-16,13,13,11,ALBUQUERQUE,17446_20250930,DIF,1955-01-10,0,MAVERICK BANK,MAVERICK BANCSHARES INC,12324.0,5,8,0,0,FDIC,2025-09-30,5725997.0,2,TX,0,0,79734
NM,1.0,17450,DEFIANCE,347.0,0.0,2024-06-30,0.0,385.0,0.0,38.0,1951-09-01,11,11,7,OMAHA,17450_20250930,DIF,1955-06-08,0,DEFIANCE STATE BANK,UNION BCORP,1158.0,4,2,0,0,FDIC,2025-09-30,1416475.0,2,IA,1,0,51527
SM,1.0,17451,HALSTEAD,2762.0,0.0,2022-08-31,0.0,2768.0,295.0,6.0,1882-03-10,11,11,10,WICHITA,17451_20250930,DIF,1955-06-08,0,HALSTEAD BANK,WILLIAMS HOLDING CO INC,6183.0,4,4,0,0,FED,2025-09-30,1064513.0,2,KS,1,0,67056
NM,1.0,17453,APPLE RIVER,7408.0,0.0,2022-08-31,624.0,9033.0,302.0,1001.0,1948-01-05,9,9,7,PRINCETON,17453_20250930,DIF,1955-06-01,0,APPLE RIVER STATE BANK,FIRST APPLE RIVER CORP,13156.0,3,8,0,0,FDIC,2025-09-30,1143052.0,2,IL,1,1,61001
NM,1.0,1745,WATERLOO,1462.0,0.0,2022-08-31,0.0,1462.0,0.0,0.0,1914-07-01,5,5,6,SHELBY,1745_20250930,DIF,1934-01-01,0,THE FARMERS & MERCHANTS BANK,Unknown,945.0,5,2,0,0,FDIC,2025-09-30,0.0,2,AL,0,0,35677
NM,1.0,17470,HIGHLAND PARK,42355.0,0.0,2022-08-31,1.0,46120.0,1019.0,3764.0,1955-07-16,9,9,7,CHICAGO,17470_20250930,DIF,1955-07-16,0,FIRST BANK CHICAGO,FIRST BANK CHICAGO CORP,27167.0,3,4,0,0,FDIC,2025-09-30,1205398.0,4,IL,0,0,60035
SM,1.0,17477,MARYSVILLE,9165.0,0.0,2022-08-31,195.0,10912.0,450.0,1552.0,1890-07-01,11,11,10,KANSAS CITY,17477_20250930,DIF,1955-07-28,0,UNITED BANK & TRUST,UBT BANCSHARES INC,22017.0,4,16,0,0,FED,2025-09-30,3219577.0,2,KS,0,0,66508
NM,1.0,17478,KIMBALL,21461.0,0.0,2024-06-30,0.0,22158.0,5519.0,697.0,1955-07-15,11,11,10,GRAND ISLAND,17478_20250930,DIF,1955-07-15,0,FIRSTIER BANK,FIRSTIER II BCORP,28308.0,4,11,0,0,FDIC,2025-09-30,3391147.0,4,NE,1,0,69145
SM,0.0,17491,UNIVERSITY PARK,190203.0,0.0,2022-08-31,5698.0,196502.0,-698.0,601.0,1955-09-15,13,13,11,DALLAS,17491_20250930,DIF,1955-09-15,0,PLAINSCAPITAL BANK,DIAMOND HTH STOCK CO GP LLC,277335.0,5,58,0,0,FED,2025-09-30,5213690.0,4,TX,0,1,75205
NM,1.0,17509,KEY WEST,14771.0,0.0,2022-08-31,432.0,15214.0,0.0,11.0,1955-10-29,5,5,6,SOUTH FLORIDA,17509_20250930,DIF,1955-10-29,0,FIRST STATE BANK OF THE FLORIDA KEYS,FIRST STB FL KEYS HOLDING CO,27332.0,5,9,0,0,FDIC,2025-09-30,3897519.0,4,FL,0,0,33040
N,1.0,17513,FISHER,4335.0,0.0,2023-06-24,27.0,4919.0,167.0,557.0,1955-11-18,9,9,7,CHAMPAIGN,17513_20250930,DIF,1955-11-18,0,THE FISHER NATIONAL BANK,FISHER BCORP INC,9103.0,3,6,0,0,OCC,2025-09-30,2616179.0,4,IL,1,0,61843
NM,0.0,17514,MARION,53431.0,0.0,2022-08-31,0.0,56481.0,4275.0,3050.0,1955-11-26,9,9,8,MOUNT VERNON,17514_20250930,DIF,1955-11-26,0,BANTERRA BANK,BANTERRA CORP,70161.0,3,43,0,0,FDIC,2025-09-30,3202832.0,4,IL,0,0,62959
N,0.0,17534,CLEVELAND,2231311.0,0.0,2023-06-21,9417.0,2609364.0,362892.0,368636.0,1849-01-01,9,16,4,COLUMBUS,17534_20250930,DIF,1956-01-16,0,KEYBANK NATIONAL ASSOCIATION,KEYCORP,3648815.0,3,955,0,0,OCC,2025-09-30,1068025.0,4,OH,0,1,44114
SM,1.0,1753,MONTICELLO,4870.0,0.0,2024-08-01,9.0,4888.0,640.0,9.0,1887-04-01,13,13,8,LITTLE ROCK,1753_20250930,DIF,1934-01-01,0,UNION BANK & TRUST COMPANY,FIRST UNION FINANCIAL CORP,9284.0,5,5,0,0,FED,2025-09-30,1098880.0,4,AR,1,1,71655
NM,1.0,17543,TRENTON,799.0,0.0,2022-08-31,0.0,799.0,130.0,0.0,1956-01-12,5,5,6,ATLANTA,17543_20250930,DIF,1956-01-12,0,BANK OF DADE,TRI-STATES BANKSHARES INC,5541.0,5,3,0,0,FDIC,2025-09-30,1082898.0,8,GA,1,0,30752
NM,1.0,17551,PATON,371.0,0.0,2024-06-30,0.0,371.0,84.0,0.0,1956-02-15,11,11,7,DES MOINES,17551_20250930,DIF,1956-02-15,0,COMMUNITY STATE BANK,Unknown,776.0,4,1,0,0,FDIC,2025-09-30,0.0,2,IA,0,1,50217
NM,1.0,17563,HAMPTON,3498.0,0.0,2022-08-31,236.0,4101.0,0.0,367.0,1907-01-01,5,5,5,COLUMBIA SC,17563_20250930,DIF,1955-12-28,0,PALMETTO STATE BANK,PALMETTO STATE BANKSHARES INC,13472.0,1,8,0,0,FDIC,2025-09-30,1076329.0,7,SC,0,1,29924
NM,1.0,17569,DENTON,146.0,0.0,2022-08-31,0.0,146.0,18.0,0.0,1894-10-01,11,11,10,KANSAS CITY,17569_20250930,DIF,1956-03-08,0,BANK OF DENTON,Unknown,432.0,4,1,0,0,FDIC,2025-09-30,0.0,2,KS,0,0,66017
NM,1.0,1756,LITTLE ROCK,18117.0,0.0,2022-08-31,0.0,19959.0,2364.0,1842.0,1912-08-12,13,13,8,LITTLE ROCK,1756_20250930,DIF,1934-01-01,0,CENTRAL BANK,CROSS COUNTY BANCSHARES INC,21076.0,5,3,0,0,FDIC,2025-09-30,1131611.0,4,AR,0,0,72211
N,1.0,17572,TAYLORVILLE,1815.0,0.0,2022-08-31,52.0,1876.0,-14.0,9.0,1956-03-28,9,9,7,SPRINGFIELD IL,17572_20250930,DIF,1956-03-28,0,FIRST NATIONAL BANK IN TAYLORVILLE,FIRST BCORP OF TAYLORVILLE INC,3744.0,3,2,0,0,OCC,2025-09-30,1133585.0,2,IL,1,1,62568
NM,1.0,17580,FORT WALTON BEAC,8098.0,0.0,2022-08-31,0.0,8098.0,-470.0,0.0,1956-04-09,5,5,6,MONTGOMERY,17580_20250930,DIF,1956-04-09,0,FNBT BANK,SOUTHERN NATIONAL BANKS INC,16124.0,5,11,0,0,FDIC,2025-09-30,1129823.0,8,FL,1,1,32548
NM,1.0,17587,SIMMESPORT,3967.0,0.0,2023-04-21,0.0,4300.0,1759.0,333.0,1956-05-01,13,13,6,BATON ROUGE,17587_20250930,DIF,1956-05-01,0,SIMMESPORT STATE BANK,Unknown,6278.0,5,2,0,0,FDIC,2025-09-30,0.0,6,LA,0,0,71369
NM,1.0,17588,LOUISE,5588.0,0.0,2022-08-31,0.0,5588.0,905.0,0.0,1956-05-07,13,13,11,HOUSTON,17588_20250930,DIF,1956-05-07,0,THE FIRST STATE BANK,LOUISE BANCSHARES INC,30629.0,5,15,0,0,FDIC,2025-09-30,1141021.0,2,TX,1,0,77455
NM,1.0,17589,CULBERTSON,104.0,0.0,2024-06-30,0.0,104.0,0.0,0.0,1886-09-01,11,11,10,GRAND ISLAND,17589_20250930,DIF,1956-04-27,0,THE CULBERTSON BANK,Unknown,410.0,4,1,0,0,FDIC,2025-09-30,0.0,2,NE,0,0,69024
NM,1.0,175,CRAWFORD,4069.0,0.0,2006-05-01,0.0,4069.0,270.0,0.0,1924-09-05,5,5,6,ATLANTA,175_20250930,DIF,1934-01-01,0,THE COMMERCIAL BANK,TCB BANCSHARES INC,15560.0,5,5,0,0,FDIC,2025-09-30,1417418.0,4,GA,1,0,30630
N,1.0,17603,ANDREWS,1833.0,0.0,2022-08-31,0.0,1840.0,300.0,7.0,1945-11-12,13,13,11,LUBBOCK,17603_20250930,DIF,1956-05-18,0,THE NATIONAL BANK OF ANDREWS,ANDREWS BANCSHARES INC,11892.0,5,4,0,0,OCC,2025-09-30,2348087.0,4,TX,1,0,79714
NM,1.0,17607,FORT SCOTT,476.0,0.0,2022-08-31,0.0,484.0,13.0,8.0,1920-08-01,11,11,10,SPRINGFIELD MO,17607_20250930,DIF,1956-05-24,0,THE CITY STATE BANK,CITY BANCSHARES INC,1461.0,4,2,0,0,FDIC,2025-09-30,1023145.0,2,KS,1,0,66701
SM,1.0,17612,HOUSTON,15354.0,0.0,2022-08-31,0.0,15403.0,691.0,49.0,1956-05-31,13,13,11,HOUSTON,17612_20250930,DIF,1956-05-31,0,CENTRAL BANK,CENTRAL BANCSHARES INC,44267.0,5,4,0,0,FED,2025-09-30,1106468.0,4,TX,1,1,77041
NM,1.0,17614,GREAT BEND,11968.0,0.0,2022-08-31,0.0,13828.0,85.0,1860.0,1907-08-01,11,11,10,HAYS,17614_20250930,DIF,1956-06-07,0,FARMERS BANK & TRUST,FARMERS ENTERPRISES INC,26298.0,4,9,0,0,FDIC,2025-09-30,1055155.0,9,KS,1,1,67530
NM,1.0,17621,BASILE,997.0,0.0,2023-03-16,0.0,997.0,78.0,0.0,1956-07-02,13,13,6,BATON ROUGE,17621_20250930,DIF,1956-07-02,0,BASILE STATE BANK,BASILE BANCSHARES INC,3101.0,5,3,0,0,FDIC,2025-09-30,2937182.0,8,LA,1,0,70515
NM,1.0,17622,ALDEN,4127.0,0.0,2022-10-09,0.0,4127.0,0.0,0.0,1934-01-01,9,9,7,DETROIT,17622_20250930,DIF,1956-06-22,0,ALDEN STATE BANK,Unknown,8964.0,3,4,0,0,FDIC,2025-09-30,0.0,8,MI,0,0,49612
NM,1.0,17629,BLUE MOUND,629.0,0.0,2022-08-31,0.0,629.0,42.0,0.0,1913-08-01,11,11,10,KANSAS CITY,17629_20250930,DIF,1956-07-12,0,THE FARMERS STATE BANK OF BLUE MOUND,DALE SPRAGUE ENTERPRISES INC,1846.0,4,3,0,0,FDIC,2025-09-30,1055865.0,2,KS,1,0,66010
NM,1.0,17632,DWIGHT,184.0,0.0,2022-08-31,0.0,184.0,0.0,0.0,1921-01-01,11,11,10,HAYS,17632_20250930,DIF,1956-07-18,0,THE FARMERS STATE BANK,Unknown,489.0,4,1,0,0,FDIC,2025-09-30,0.0,2,KS,0,0,66849
NM,1.0,17636,SCANDIA,4357.0,0.0,2022-08-31,0.0,5103.0,90.0,746.0,1939-10-02,11,11,10,HAYS,17636_20250930,DIF,1956-07-27,0,ASTRA BANK,ASTRA FINANCIAL GROUP INC,10284.0,4,8,0,0,FDIC,2025-09-30,1060917.0,2,KS,0,0,66966
NM,1.0,17639,FREMONT,6600.0,0.0,2024-06-30,0.0,6600.0,225.0,0.0,1956-07-30,11,11,10,OMAHA,17639_20250930,DIF,1956-07-30,0,RVR BANK,FIRST STATE FREMONT INC,16015.0,4,6,0,0,FDIC,2025-09-30,1247231.0,4,NE,1,1,68025
N,1.0,17643,ALAMOGORDO,2931.0,0.0,2022-08-31,0.0,2941.0,446.0,10.0,1956-08-23,13,13,11,ALBUQUERQUE,17643_20250930,DIF,1956-08-23,0,FIRST NATIONAL BANK,FIRST ALAMOGORDO BCORP NV INC,12336.0,4,6,0,0,OCC,2025-09-30,2522337.0,4,NM,1,1,88310
NM,1.0,17650,ASHLAND,2442.0,0.0,2025-04-17,5.0,3039.0,50.0,592.0,1885-06-23,11,11,10,WICHITA,17650_20250930,DIF,1956-08-23,0,"THE STOCKGROWERS STATE BANK OF ASHLAND, KANSAS",STOCKGROWERS STB EMPLOYEE STK OWNERSHIP PLAN,5697.0,4,3,0,0,FDIC,2025-09-30,3343070.0,2,KS,1,0,67831
SI,1.0,17658,NORWAY,19583.0,0.0,2024-11-17,0.0,25333.0,1042.0,5750.0,1866-01-01,2,2,1,CONCORD,17658_20250930,DIF,1956-07-27,0,NORWAY SAVINGS BANK,NORWAY BCORP MHC,47617.0,1,25,0,0,FDIC,2025-09-30,2835475.0,4,ME,0,1,04268
NM,1.0,17661,HEALY,1912.0,0.0,2013-12-18,38.0,2190.0,0.0,240.0,1906-07-10,11,11,10,HAYS,17661_20250930,DIF,1956-09-14,0,THE FIRST STATE BANK OF HEALY,WEST 4 BANCSHARES INC,2326.0,4,1,0,0,FDIC,2025-09-30,5947294.0,2,KS,1,0,67850
NM,1.0,17671,PRAIRIE VILLAGE,1636.0,0.0,2022-08-31,0.0,1636.0,97.0,0.0,1931-02-27,11,11,10,KANSAS CITY,17671_20250930,DIF,1956-09-27,0,BANK OF PRAIRIE VILLAGE,BLUE LION BANCSHARES INC,4779.0,4,1,0,0,FDIC,2025-09-30,3470444.0,4,KS,1,0,66208
NM,1.0,17672,MOUNDRIDGE,2263.0,0.0,2022-08-31,13.0,2341.0,0.0,65.0,1904-08-01,11,11,10,WICHITA,17672_20250930,DIF,1956-09-27,0,THE CITIZENS STATE BANK,GOERING MANAGEMENT CO LLC,12161.0,4,9,0,0,FDIC,2025-09-30,2961226.0,2,KS,0,1,67107
NM,1.0,17676,COLWICH,11478.0,0.0,2022-08-31,0.0,12818.0,1002.0,1340.0,1886-02-22,11,11,10,WICHITA,17676_20250930,DIF,1956-10-04,0,LEGACY BANK,COLWICH FINANCIAL CORP,23215.0,4,9,0,0,FDIC,2025-09-30,1416448.0,4,KS,0,0,67030
NM,1.0,17685,MANHATTAN,11704.0,0.0,2023-04-24,0.0,11996.0,5400.0,292.0,1897-01-01,11,11,10,KANSAS CITY,17685_20250930,DIF,1956-11-01,0,OUTDOOR BANK,FOOTE FINANCIAL SERVICES LLC,18477.0,4,11,0,0,FDIC,2025-09-30,5301140.0,4,KS,1,0,66503
NM,0.0,1768,WALNUT CREEK,150651.0,0.0,2025-09-02,0.0,150775.0,42993.0,124.0,1905-01-01,14,14,12,SAN FRANCISCO,1768_20250930,DIF,1934-01-01,0,MECHANICS BANK,2011 TCRT,405841.0,4,173,0,0,FDIC,2025-09-30,4759650.0,4,CA,0,1,94596
NM,1.0,17734,STARKE,691.0,0.0,2023-11-29,0.0,691.0,45.0,0.0,1957-03-19,5,5,6,TAMPA,17734_20250930,DIF,1957-03-19,0,DLP BANK,DLP BANCSHARES INC,9637.0,5,3,0,0,FDIC,2025-09-30,5652646.0,4,FL,0,0,32091
N,0.0,17735,CHARLESTON,49372.0,0.0,2024-01-02,9672.0,63750.0,-2509.0,4706.0,1957-04-01,5,5,5,SCOTT DEPOT,17735_20250930,DIF,1957-04-01,0,CITY NATIONAL BANK OF WEST VIRGINIA,CITY HOLDING CO,175285.0,1,98,0,0,OCC,2025-09-30,1076262.0,4,WV,0,1,25304
SI,1.0,17736,TERRE HAUTE,6891.0,0.0,2023-11-01,0.0,7450.0,132.0,559.0,1869-12-01,9,9,7,INDIANAPOLIS,17736_20250930,DIF,1957-03-28,0,THE HOMETOWN SAVINGS BANK,TERRE HAUTE SAVINGS MHC INC,8279.0,3,9,0,0,FDIC,2025-09-30,2861773.0,4,IN,0,1,47807
NM,1.0,17739,HUMBLE,14041.0,0.0,2022-08-31,0.0,14041.0,250.0,0.0,1957-04-06,13,13,11,HOUSTON,17739_20250930,DIF,1957-04-06,0,PLAINS STATE BANK,PLAINS ACQUISITION CORP,30216.0,5,8,0,0,FDIC,2025-09-30,3720082.0,4,TX,0,1,77338
SI,1.0,17741,PORTLAND,33988.0,0.0,2025-01-01,71.0,39239.0,5967.0,5180.0,1867-07-27,2,2,1,CONCORD,17741_20250930,DIF,1957-04-04,0,MAINE COMMUNITY BANK,MAINE COMMUNITY BCORP MHC,70194.0,1,23,0,0,FDIC,2025-09-30,4902643.0,4,ME,0,1,04101
