BKCLASS,CB,CERT,CITY,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAAG,NAAGSM,NAASSET,NAAUTO,NACI,NACINUS,NACON,NACONOTH,NACRCD,NADEP,NADEPNUS,NAFG,NAGTY,NAGTYGNM,NAGTYPAR,NALNSALE,NALS,NAMEFULL,NAMEHCR,NAOTHLN,NARE,NAREAG,NARECNFM,NARECNOT,NARECONS,NAREFOR,NARELNDO,NARELOC,NAREMULT,NARENRES,NARENROT,NARENROW,NARENUS,NARERES,NARERSF2,NARERSFM,NASCDEBT,OCCDIST,OFFDOM,OFFOA,P3AG,P3AGSM,P3ASSET,P3AUTO,P3CI,P3CINUS,P3CON,P3CONOTH,P3CRCD,P3DEP,P3DEPNUS,P3FG,P3GTY,P3GTYGNM,P3GTYPAR,P3LNSALE,P3LS,P3OTHLN,P3RE,P3REAG,P3RECNFM,P3RECNOT,P3RECONS,P3REFOR,P3RELNDO,P3RELOC,P3REMULT,P3RENRES,P3RENROT,P3RENROW,P3RENUS,P3RERES,P3RERSF2,P3RERSFM,P3SCDEBT,P9AG,P9AGSM,P9ASSET,P9AUTO,P9CI,P9CINUS,P9CON,P9CONOTH,P9CRCD,P9DEP,P9DEPNUS,P9FG,P9GTY,P9GTYGNM,P9GTYPAR,P9LNSALE,P9LS,P9OTHLN,P9RE,P9REAG,P9RECNFM,P9RECNOT,P9RECONS,P9REFOR,P9RELNDO,P9RELOC,P9REMULT,P9RENRES,P9RENROT,P9RENROW,P9RENUS,P9RERES,P9RERSF2,P9RERSFM,P9SCDEBT,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
SM,0.0,1014,SPARTA,2025-03-15,1898-01-01,9,9,7,DETROIT,1014_20250930,DIF,1934-01-01,0,0.0,0.0,17391,35.0,7412.0,0.0,49.0,14.0,0.0,0.0,0.0,0.0,5294.0,0.0,7275.0,0.0,0.0,CHOICEONE BANK,CHOICEONE FINL SERVICES INC,0.0,9930.0,0.0,110.0,0.0,110.0,0.0,9930,529.0,761.0,316.0,0.0,316.0,0.0,8743.0,229.0,7985.0,0.0,3,51,0,0.0,0.0,14001,40.0,987.0,0.0,92.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12922.0,0.0,0.0,8.0,8.0,0.0,12922,486.0,0.0,7962.0,7962.0,0.0,0.0,4952.0,157.0,4309.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,1139297.0,4,MI,0,0,49345
NM,1.0,10157,SHELBY,2022-10-09,1910-03-02,9,9,7,DETROIT,10157_20250930,DIF,1934-01-01,0,0.0,0.0,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE SHELBY STATE BANK,SHELBY FINANCIAL CORP,0.0,196.0,0.0,0.0,0.0,0.0,0.0,196,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,196.0,0.0,3,10,0,0.0,0.0,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,199,0.0,0.0,98.0,0.0,98.0,0.0,101.0,0.0,101.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1493001.0,4,MI,0,0,49455
NM,1.0,10159,BAYPORT,2022-08-31,1914-01-01,11,11,9,MINNEAPOLIS,10159_20250930,DIF,1934-01-01,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIRST STATE BANK AND TRUST,UNIVERSAL FINL SERVICES INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0.0,0.0,1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,1042,74.0,888.0,0.0,0.0,0.0,0.0,154.0,0.0,80.0,0.0,0.0,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0,FDIC,2025-09-30,2387152.0,4,MN,1,1,55003
N,1.0,10160,HOLDINGFORD,2024-08-30,1910-10-10,11,11,9,MINNEAPOLIS,10160_20250930,DIF,1934-01-01,0,0.0,0.0,63,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERSABANK USA NATIONAL ASSOCIATION,GBH INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,687,0.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,OCC,2025-09-30,5809673.0,4,MN,0,0,56340
NM,1.0,10162,LE ROY,2024-06-30,1893-06-01,11,11,9,MINNEAPOLIS,10162_20250930,DIF,1934-01-04,0,0.0,353.0,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIRST STATE BANK MINNESOTA,FIRST LEROY BCORP INC,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0.0,848.0,1419,0.0,107.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,461.0,461.0,0.0,0.0,0.0,0.0,461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1128899.0,2,MN,1,0,55951
NM,1.0,10163,MARINE ON ST. CR,2022-08-31,1919-05-12,11,11,9,MINNEAPOLIS,10163_20250930,DIF,1934-01-01,0,0.0,0.0,83,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECURITY STATE BANK OF MARINE,MARINE BANCSHARES INC,0.0,75.0,0.0,0.0,0.0,0.0,0.0,75,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,3,4,0,0.0,0.0,777,0.0,54.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,0.0,0.0,0.0,0.0,0.0,713,0.0,0.0,0.0,0.0,0.0,0.0,713.0,0.0,713.0,0.0,0.0,0.0,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,148,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,148.0,0.0,0,FDIC,2025-09-30,2734028.0,4,MN,1,0,55047
NM,1.0,10165,PIERZ,2022-08-31,1908-01-01,11,11,9,MINNEAPOLIS,10165_20250930,DIF,1934-01-01,0,0.0,0.0,2715,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FARMERS AND MERCHANTS STATE BANK OF PIERZ,FARMERS&MERCHANTS AGENCY INC,984.0,1288.0,140.0,0.0,0.0,0.0,0.0,1288,0.0,0.0,985.0,985.0,0.0,0.0,163.0,70.0,93.0,0.0,3,3,0,0.0,0.0,1060,34.0,109.0,0.0,62.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,843.0,385.0,0.0,0.0,0.0,0.0,843,0.0,0.0,445.0,445.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1123791.0,2,MN,1,0,56364
NM,1.0,10167,ROSEAU,2024-06-30,1905-05-03,11,11,9,FARGO,10167_20250930,DIF,1934-01-01,0,0.0,0.0,551,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CITIZENS STATE BANK OF ROSEAU,ROSEAU REALTY CO INC,0.0,456.0,0.0,0.0,0.0,0.0,0.0,456,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,456.0,0.0,3,1,0,0.0,0.0,556,23.0,5.0,0.0,80.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,246,11.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,235.0,0.0,0.0,0.0,281,10.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,172,0.0,111.0,0.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,0,FDIC,2025-09-30,2613589.0,8,MN,1,0,56751
NM,1.0,10168,CANNON FALLS,2024-06-30,1915-06-21,11,11,9,MINNEAPOLIS,10168_20250930,DIF,1934-01-01,0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIRST FARMERS & MERCHANTS BANK,215 HOLDING CO,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,3,7,0,0.0,0.0,107,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,103,10.0,0.0,93.0,0.0,93.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1247576.0,2,MN,0,0,55009
NM,1.0,10169,BECKER,2013-01-25,1920-09-07,11,11,9,MINNEAPOLIS,10169_20250930,DIF,1934-01-01,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SHERBURNE STATE BANK,SAINT JOSEPH BANCSHARES ACQUISITIONS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0.0,0.0,1550,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,0.0,0.0,0.0,0.0,0.0,1525,0.0,0.0,970.0,754.0,216.0,0.0,555.0,0.0,555.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,3348011.0,4,MN,0,0,55308
NM,1.0,10174,UNDERWOOD,2024-06-30,1915-12-01,11,11,9,FARGO,10174_20250930,DIF,1934-01-01,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FARMERS STATE BANK OF UNDERWOOD,UNDERWOOD BANCSHARES INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0.0,0.0,532,11.0,133.0,0.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,372,45.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,327.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1128385.0,4,MN,1,0,56586
NM,1.0,10175,HIBBING,2022-08-31,1911-02-11,11,11,9,MINNEAPOLIS,10175_20250930,DIF,1934-01-01,0,0.0,0.0,1780,0.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SECURITY STATE BANK OF HIBBING,SECURITY FINL SERVICES INC,0.0,582.0,0.0,0.0,0.0,0.0,0.0,582,0.0,0.0,582.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,3,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1128817.0,4,MN,0,0,55746
NM,1.0,10178,HOLLANDALE,2024-06-30,1926-08-02,11,11,9,MINNEAPOLIS,10178_20250930,DIF,1934-01-01,0,0.0,0.0,766,40.0,19.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PRODUCE STATE BANK,Unknown,0.0,707.0,130.0,0.0,0.0,0.0,0.0,707,0.0,0.0,463.0,463.0,0.0,0.0,114.0,0.0,114.0,0.0,3,4,0,0.0,0.0,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,500,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,2,MN,1,0,56045
NM,1.0,10185,ELYSIAN,2022-08-31,1907-09-24,11,11,9,MANKATO,10185_20250930,DIF,1934-01-01,0,0.0,0.0,260,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ELYSIAN BANK,ELYSIAN INC,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1128947.0,4,MN,1,0,56028
NM,1.0,10187,GONVICK,2024-06-30,1928-05-12,11,11,9,FARGO,10187_20250930,DIF,1934-01-01,0,0.0,0.0,141,40.0,0.0,0.0,65.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE NORTHERN STATE BANK OF GONVICK,Unknown,0.0,76.0,76.0,0.0,0.0,0.0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,13,3.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,55,55.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,2,MN,1,0,56644
NM,1.0,10191,PRINSBURG,2022-08-31,1916-10-14,11,11,9,MANKATO,10191_20250930,DIF,1934-01-01,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PRINSBANK,PSB FINANCIAL SHARES INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0.0,0.0,2903,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2877.0,0.0,0.0,0.0,0.0,0.0,2877,0.0,0.0,2877.0,2174.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,0.0,0.0,39.0,39.0,0.0,1155,0.0,0.0,1116.0,0.0,1116.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1495797.0,4,MN,1,0,56281
NM,1.0,10194,PINE RIVER,2024-06-30,1918-01-22,11,11,9,FARGO,10194_20250930,DIF,1934-01-01,0,0.0,0.0,64,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PINE RIVER STATE BANK,NORBANC GROUP INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1128424.0,8,MN,1,0,56474
NM,1.0,10197,CYRUS,2024-06-30,1901-10-07,11,11,9,FARGO,10197_20250930,DIF,1934-01-01,0,0.0,0.0,694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOMETOWN COMMUNITY BANK,CYRUS BANCSHARES INC,0.0,694.0,544.0,0.0,0.0,0.0,0.0,694,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,0.0,3,4,0,0.0,0.0,150,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,146.0,0.0,0.0,0.0,685,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,618.0,618.0,0.0,0.0,0.0,0.0,618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,2752125.0,4,MN,1,0,56323
NM,1.0,10200,JEFFERS,2022-08-31,1900-06-27,11,11,9,MANKATO,10200_20250930,DIF,1934-01-01,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STATE BANK OF JEFFERS,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,36,17.0,19.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,2,MN,0,0,56145
NM,1.0,10202,LOWRY,2024-06-30,1899-10-04,11,11,9,FARGO,10202_20250930,DIF,1934-01-01,0,0.0,100.0,1893,69.0,85.0,0.0,114.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOWRY STATE BANK,FINANCIAL SERVICES LOWRY INC,100.0,1594.0,600.0,0.0,0.0,0.0,0.0,1594,0.0,0.0,0.0,0.0,0.0,0.0,994.0,99.0,895.0,0.0,3,1,0,0.0,15.0,684,24.0,479.0,0.0,74.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,116.0,0.0,0.0,0.0,0.0,0.0,116,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,116.0,0.0,0.0,109.0,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1127016.0,4,MN,1,0,56349
NM,1.0,10212,GENEVA,2024-06-30,1915-01-01,11,11,9,MINNEAPOLIS,10212_20250930,DIF,1934-01-01,0,0.0,0.0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COMMERCE BANK,COMMERCE BANCSHARES INC,0.0,64.0,0.0,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,3,2,0,0.0,0.0,7207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4174.0,3033.0,22.0,0.0,0.0,0.0,0.0,3033,0.0,0.0,1171.0,1171.0,0.0,0.0,1840.0,0.0,1840.0,0.0,0.0,0.0,2180,0.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,1075.0,0.0,0.0,0.0,0.0,1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,2452630.0,4,MN,1,0,56035
NM,1.0,10214,VERMILLION,2022-08-31,1918-08-10,11,11,9,MINNEAPOLIS,10214_20250930,DIF,1934-01-01,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERMILLION STATE BANK,VERMILLION BANCSHARES INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,0,0.0,0.0,620,5.0,244.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,371,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,371.0,0.0,0.0,0.0,1206,20.0,847.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,339,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,339.0,0.0,0,FDIC,2025-09-30,1128581.0,8,MN,1,0,55085
NM,1.0,10218,HUTCHINSON,2022-08-31,1886-01-01,11,11,9,MANKATO,10218_20250930,DIF,1934-01-01,0,0.0,0.0,746,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,356.0,0.0,0.0,CITIZENS BANK & TRUST CO.,CITIZENS BANCSHARES HUTCHINSON,0.0,731.0,0.0,0.0,0.0,0.0,0.0,731,50.0,0.0,306.0,0.0,306.0,0.0,425.0,375.0,0.0,0.0,3,3,0,0.0,0.0,455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,427.0,0.0,0.0,0.0,0.0,0.0,427,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,427.0,0.0,0.0,0.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,115,115.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1121966.0,8,MN,1,1,55350
N,1.0,1022,PLATTEVILLE,2022-08-31,1905-10-28,9,9,7,MADISON,1022_20250930,DIF,1934-01-01,0,0.0,0.0,857,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,67.0,0.0,0.0,"CLARE BANK, NATIONAL ASSOCIATION",MONTFORT BCORP INC,0.0,782.0,291.0,271.0,0.0,271.0,0.0,782,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,220.0,0.0,3,8,0,0.0,111.0,4048,0.0,142.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,130.0,0.0,136.0,0.0,0.0,113.0,3783.0,1596.0,296.0,0.0,296.0,0.0,3783,0.0,0.0,177.0,0.0,177.0,0.0,1714.0,0.0,1714.0,0.0,0.0,0.0,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,0.0,0.0,0.0,0.0,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,OCC,2025-09-30,1205325.0,2,WI,1,1,53818
