BKCLASS,CB,CERT,CITY,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAAG,NAAGSM,NAASSET,NAAUTO,NACI,NACINUS,NACON,NACONOTH,NACRCD,NADEP,NADEPNUS,NAFG,NAGTY,NAGTYGNM,NAGTYPAR,NALNSALE,NALS,NAMEFULL,NAMEHCR,NAOTHLN,NARE,NAREAG,NARECNFM,NARECNOT,NARECONS,NAREFOR,NARELNDO,NARELOC,NAREMULT,NARENRES,NARENROT,NARENROW,NARENUS,NARERES,NARERSF2,NARERSFM,NASCDEBT,OCCDIST,OFFDOM,OFFOA,P3AG,P3AGSM,P3ASSET,P3AUTO,P3CI,P3CINUS,P3CON,P3CONOTH,P3CRCD,P3DEP,P3DEPNUS,P3FG,P3GTY,P3GTYGNM,P3GTYPAR,P3LNSALE,P3LS,P3OTHLN,P3RE,P3REAG,P3RECNFM,P3RECNOT,P3RECONS,P3REFOR,P3RELNDO,P3RELOC,P3REMULT,P3RENRES,P3RENROT,P3RENROW,P3RENUS,P3RERES,P3RERSF2,P3RERSFM,P3SCDEBT,P9AG,P9AGSM,P9ASSET,P9AUTO,P9CI,P9CINUS,P9CON,P9CONOTH,P9CRCD,P9DEP,P9DEPNUS,P9FG,P9GTY,P9GTYGNM,P9GTYPAR,P9LNSALE,P9LS,P9OTHLN,P9RE,P9REAG,P9RECNFM,P9RECNOT,P9RECONS,P9REFOR,P9RELNDO,P9RELOC,P9REMULT,P9RENRES,P9RENROT,P9RENROW,P9RENUS,P9RERES,P9RERSF2,P9RERSFM,P9SCDEBT,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
NM,1.0,22669,CALIENTE,2023-11-18,1978-06-21,14,14,12,PHOENIX,22669_20250930,DIF,1978-06-21,0,0.0,0.0,21,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEVADA BANK AND TRUST COMPANY,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0.0,0.0,178,97.0,0.0,0.0,166.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0,FDIC,2025-09-30,0.0,4,NV,0,0,89008
NM,1.0,226,PANORA,2024-06-30,1931-10-17,11,11,7,DES MOINES,226_20250930,DIF,1934-01-01,0,0.0,0.0,71,14.0,43.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GUTHRIE COUNTY STATE BANK,GUTHRIE COUNTY BANCSHARES INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0.0,0.0,628,47.0,229.0,0.0,53.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,346,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,346.0,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,0,FDIC,2025-09-30,1208380.0,2,IA,1,1,50216
N,0.0,2270,SALT LAKE CITY,2025-03-24,1873-07-06,14,14,12,SALT LAKE CITY,2270_20250930,DIF,1934-01-01,0,0.0,6464.0,319089,20.0,65045.0,0.0,1041.0,807.0,214.0,0.0,0.0,0.0,13416.0,0.0,17037.0,0.0,3517.0,"ZIONS BANCORPORATION, N.A.",Unknown,19191.0,230295.0,6847.0,0.0,115.0,115.0,0.0,230295,31854.0,0.0,103751.0,70410.0,33341.0,0.0,119582.0,777.0,86951.0,0.0,4,415,0,0.0,232.0,68880,77.0,14746.0,0.0,2679.0,1233.0,1369.0,0.0,0.0,0.0,1895.0,0.0,2690.0,0.0,61.0,502.0,50892.0,0.0,987.0,0.0,987.0,0.0,50892,11884.0,146.0,28550.0,18333.0,10217.0,0.0,21209.0,0.0,9325.0,0.0,0.0,1.0,5380,0.0,2904.0,0.0,1145.0,47.0,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1327.0,0.0,0.0,150.0,150.0,0.0,1327,0.0,0.0,1177.0,1049.0,128.0,0.0,0.0,0.0,0.0,0.0,0,OCC,2025-09-30,0.0,4,UT,0,1,84133
SM,1.0,22717,ARDMORE,2022-08-31,1978-09-18,13,13,10,OKLAHOMA CITY,22717_20250930,DIF,1978-09-18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CITIZENS BANK AND TRUST COMPANY OF ARDMORE,CITIZENS COMMERCE CORP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,1064139.0,4,OK,1,1,73401
NM,1.0,22738,SALT LAKE CITY,2022-08-31,1978-10-19,14,14,12,SALT LAKE CITY,22738_20250930,DIF,1978-10-19,0,0.0,0.0,20977,0.0,3022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,2874.0,0.0,2392.0,FIRST UTAH BANK,FIRST UTAH BCORP,0.0,15563.0,0.0,0.0,0.0,0.0,0.0,15563,0.0,9932.0,5631.0,2867.0,2764.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0.0,0.0,4527,0.0,2158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3006.0,0.0,774.0,0.0,1595.0,0.0,0.0,0.0,0.0,0.0,1595,0.0,0.0,1595.0,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1027992.0,4,UT,0,0,84109
NM,1.0,22739,SAINT FRANCISVIL,2022-08-31,1978-10-30,13,13,6,BATON ROUGE,22739_20250930,DIF,1978-10-30,0,0.0,0.0,2536,83.0,337.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BANK OF ST. FRANCISVILLE,SAINT FRANCISVILLE BANCSHARES,0.0,2116.0,0.0,0.0,0.0,0.0,0.0,2116,0.0,0.0,369.0,0.0,369.0,0.0,1747.0,31.0,1716.0,0.0,5,2,0,0.0,0.0,2811,33.0,34.0,0.0,42.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.0,173.0,0.0,39.0,39.0,0.0,2735,101.0,0.0,1622.0,0.0,1622.0,0.0,901.0,42.0,758.0,0.0,0.0,0.0,171,13.0,25.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,132,0.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0,0.0,0.0,0,FDIC,2025-09-30,1082544.0,4,LA,1,0,70775
N,1.0,2273,ELY,2022-08-31,1907-02-23,14,14,12,PHOENIX,2273_20250930,DIF,1934-01-01,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE FIRST NATIONAL BANK OF ELY,FNBELY BCORP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,0.0,90,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,OCC,2025-09-30,5192393.0,7,NV,1,1,89301
NM,1.0,22756,BYRDSTOWN,2022-08-31,1978-11-27,13,13,6,KNOXVILLE,22756_20250930,DIF,1978-11-27,0,0.0,0.0,1613,44.0,334.0,0.0,241.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY,EMPLOYEE STK OWNERSHIP TR PEOPLES B&T PICKETT CNTY,11.0,1027.0,62.0,0.0,0.0,0.0,0.0,1027,0.0,0.0,0.0,0.0,0.0,0.0,965.0,97.0,868.0,0.0,5,3,0,0.0,0.0,5064,705.0,1240.0,0.0,1258.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2511.0,0.0,0.0,20.0,20.0,0.0,2511,0.0,0.0,654.0,514.0,140.0,0.0,1837.0,23.0,1814.0,0.0,0.0,0.0,625,5.0,7.0,0.0,72.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,546,0.0,0.0,0.0,0.0,0.0,0.0,546.0,42.0,504.0,0.0,0,FDIC,2025-09-30,1426782.0,4,TN,0,0,38549
NM,1.0,22811,LINCOLNWOOD,2022-08-31,1979-02-26,9,9,7,CHICAGO,22811_20250930,DIF,1979-02-26,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRICKYARD BANK,BRICKYARD BCORP INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,2447935.0,4,IL,0,0,60712
NM,1.0,22835,HALLS,2022-08-31,1979-04-04,13,13,8,NASHVILLE,22835_20250930,DIF,1979-04-04,0,0.0,0.0,230,79.0,63.0,0.0,87.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE LAUDERDALE COUNTY BANK,LAUDERDALE CNTY BANCSHARES INC,0.0,80.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,5,2,0,0.0,0.0,668,4.0,202.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,450,50.0,0.0,0.0,0.0,0.0,0.0,450.0,75.0,325.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,2020691.0,8,TN,0,0,38040
NM,1.0,22839,WILBURTON,2022-08-31,1979-04-09,13,13,10,OKLAHOMA CITY,22839_20250930,DIF,1979-04-09,0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LATIMER STATE BANK,FIRST LATIMER CORP,0.0,38.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,5,1,0,0.0,0.0,430,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,355,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,355.0,0.0,0.0,0.0,103,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,36.0,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0,FDIC,2025-09-30,1066964.0,7,OK,1,0,74578
SM,1.0,2284,ZANESVILLE,2024-10-26,1904-11-04,9,9,4,COLUMBUS,2284_20250930,DIF,1934-01-01,0,0.0,0.0,2891,0.0,106.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1816.0,0.0,1877.0,0.0,0.0,NORTH VALLEY BANK,NORTH VALLEY BANCSHARES INC,0.0,2778.0,374.0,0.0,0.0,0.0,0.0,2778,28.0,0.0,1731.0,0.0,1731.0,0.0,673.0,0.0,645.0,0.0,3,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,3264193.0,4,OH,0,0,43701
SM,1.0,22855,ROFF,2025-09-18,1979-05-07,13,13,10,OKLAHOMA CITY,22855_20250930,DIF,1979-05-07,0,0.0,0.0,442,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OKLAHOMA HERITAGE BANK,CHICKASAW BANC HOLDING CO,0.0,332.0,0.0,0.0,0.0,0.0,0.0,332,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,332.0,0.0,5,4,0,0.0,0.0,414,0.0,144.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,233,0.0,0.0,27.0,27.0,0.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,3045721.0,4,OK,1,0,74865
SM,0.0,22858,FAIRFAX,2025-01-11,1979-05-10,5,5,5,RICHMOND,22858_20250930,DIF,1979-05-10,0,0.0,0.0,110236,1135.0,9123.0,0.0,1262.0,127.0,0.0,0.0,0.0,0.0,226.0,0.0,267.0,0.0,0.0,UNITED BANK,UNITED BANKSHARES INC,3227.0,96624.0,0.0,608.0,777.0,1385.0,0.0,96624,461.0,3147.0,77659.0,74882.0,2777.0,0.0,14433.0,1144.0,12828.0,0.0,1,236,0,0.0,0.0,75615,13054.0,4828.0,0.0,13469.0,382.0,33.0,0.0,0.0,0.0,35.0,0.0,40.0,0.0,0.0,98.0,57220.0,1238.0,0.0,16391.0,16391.0,0.0,57220,3451.0,425.0,18041.0,14780.0,3261.0,0.0,21125.0,588.0,17086.0,0.0,0.0,0.0,6631,780.0,195.0,0.0,867.0,66.0,21.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,5569.0,0.0,0.0,34.0,34.0,0.0,5569,1070.0,0.0,299.0,219.0,80.0,0.0,5236.0,224.0,3942.0,0.0,0,FED,2025-09-30,1076217.0,4,VA,0,1,22030
SM,1.0,2285,GENOA,2022-08-31,1902-09-09,9,9,4,COLUMBUS,2285_20250930,DIF,1934-01-01,0,0.0,0.0,87,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE GENOA BANKING COMPANY,GENBANC INC,0.0,63.0,0.0,0.0,0.0,0.0,0.0,63,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,1071388.0,4,OH,0,0,43430
NM,1.0,22867,RAYMORE,2022-08-31,1979-05-15,11,11,10,KANSAS CITY,22867_20250930,DIF,1979-05-15,0,0.0,0.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COMMUNITY BANK OF RAYMORE,LOLYN FINANCIAL CORP,0.0,67.0,0.0,0.0,0.0,0.0,0.0,67,67.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,4,3,0,0.0,0.0,25,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,1974630.0,7,MO,1,1,64083
NM,1.0,2286,POWELL,2023-08-15,1885-01-01,9,9,4,COLUMBUS,2286_20250930,DIF,1934-01-01,0,0.0,0.0,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUCKEYE STATE BANK,BUCKEYE STATE BANCSHARES INC,0.0,601.0,0.0,0.0,57.0,57.0,0.0,601,364.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,180.0,0.0,3,6,0,0.0,0.0,115,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,3,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,5314748.0,4,OH,0,0,43065
NM,1.0,22874,DECATUR,2022-08-31,1979-06-04,9,9,7,CHAMPAIGN,22874_20250930,DIF,1979-06-04,0,0.0,0.0,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HICKORY POINT BANK AND TRUST,FIRST ILLINOIS CORP,0.0,358.0,0.0,0.0,0.0,0.0,0.0,358,0.0,0.0,345.0,0.0,345.0,0.0,13.0,0.0,13.0,0.0,3,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,4305477.0,4,IL,0,1,62523
NM,1.0,22876,CARTHAGE,2022-08-31,1979-06-11,11,11,10,SPRINGFIELD MO,22876_20250930,DIF,1979-06-11,0,0.0,48.0,672,63.0,64.0,0.0,105.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHWEST MISSOURI BANK,SOUTHWEST MISSOURI BCORP INC,49.0,454.0,0.0,0.0,77.0,77.0,0.0,454,42.0,0.0,65.0,0.0,65.0,0.0,312.0,11.0,259.0,0.0,4,11,0,0.0,382.0,4069,666.0,281.0,0.0,877.0,183.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,2529.0,140.0,0.0,282.0,282.0,0.0,2529,229.0,136.0,0.0,0.0,0.0,0.0,1971.0,0.0,1742.0,0.0,0.0,79.0,678,28.0,118.0,0.0,84.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,397.0,142.0,162.0,0.0,162.0,0.0,397,77.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,16.0,0.0,0,FDIC,2025-09-30,1063552.0,9,MO,0,1,64836
SM,1.0,22888,PENNINGTON GAP,2022-08-31,1979-07-02,5,5,5,RICHMOND,22888_20250930,DIF,1979-07-02,0,0.0,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FARMERS AND MINERS BANK,Unknown,0.0,84.0,0.0,0.0,0.0,0.0,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,84.0,0.0,1,6,0,0.0,0.0,1008,100.0,9.0,0.0,251.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,735.0,0.0,0.0,0.0,0.0,0.0,735,0.0,0.0,11.0,0.0,11.0,0.0,724.0,0.0,724.0,0.0,0.0,0.0,67,5.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0,FED,2025-09-30,0.0,4,VA,0,0,24277
NM,1.0,22895,UNIONVILLE,2024-06-30,1979-07-05,11,11,10,COLUMBIA MO,22895_20250930,DIF,1979-07-05,0,0.0,3.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUTNAM COUNTY STATE BANK,PUTNAM COUNTY BANCSHARES INC,3.0,45.0,0.0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,4,2,0,0.0,1078.0,2567,0.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.0,1076.0,839.0,0.0,0.0,0.0,0.0,1076,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,237.0,0.0,0.0,0.0,712,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,529.0,0.0,0.0,0.0,0.0,686,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,157.0,0.0,0,FDIC,2025-09-30,1820746.0,2,MO,0,0,63565
NM,1.0,228,SIOUX CENTER,2024-06-30,1913-09-01,11,11,7,SIOUX CITY,228_20250930,DIF,1934-01-01,0,0.0,3187.0,19595,0.0,7023.0,0.0,176.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMERICAN STATE BANK,AMBANK CO INC,4206.0,8190.0,3210.0,2376.0,0.0,2376.0,0.0,8190,158.0,0.0,1936.0,0.0,1936.0,0.0,668.0,0.0,510.0,0.0,4,11,0,0.0,1212.0,18078,5.0,13708.0,0.0,94.0,22.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,3064.0,2413.0,215.0,0.0,215.0,0.0,3064,113.0,0.0,93.0,0.0,93.0,0.0,343.0,0.0,230.0,0.0,0.0,122.0,505,0.0,262.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,108.0,0.0,0.0,0.0,0.0,0.0,108,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,108.0,0.0,0,FDIC,2025-09-30,1201457.0,2,IA,1,1,51250
NM,1.0,2290,SPENCER,2022-08-31,1925-01-01,9,9,4,COLUMBUS,2290_20250930,DIF,1934-01-01,0,0.0,0.0,1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE FARMERS SAVINGS BANK,Unknown,0.0,1419.0,101.0,0.0,0.0,0.0,0.0,1419,0.0,0.0,134.0,134.0,0.0,0.0,1184.0,0.0,1184.0,0.0,3,2,0,0.0,0.0,1757,28.0,13.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1666.0,450.0,0.0,0.0,0.0,0.0,1666,0.0,0.0,173.0,173.0,0.0,0.0,1043.0,0.0,1043.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,5,OH,1,0,44275
