ASSET,BKCLASS,CB,CERT,CITY,DEP,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ICHBAL,ID,IFREPO,ILNDOM,ILNFOR,ILS,INSAGNT1,INSDATE,INTINC,IOTHII,ISC,ITRADE,MUTUAL,NAMEFULL,NAMEHCR,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
34297872,N,0.0,33947,WILMINGTON,28465404,2022-08-31,1994-10-13,2,16,3,CLAYMONT,156161.0,33947_20250930,0.0,1593827.0,0.0,0.0,DIF,1994-10-13,2540952.0,3080.0,787884.0,0.0,0,"TD BANK USA, NATIONAL ASSOCIATION",TORONTO-DOMINION BANK THE,1,1,0,0,OCC,2025-09-30,1238565.0,9,DE,0,0,19808
260214,N,1.0,33959,HOLLYWOOD,203861,2022-08-31,1994-12-06,5,5,6,SOUTH FLORIDA,922.0,33959_20250930,0.0,8342.0,0.0,0.0,DIF,1994-12-06,9490.0,92.0,134.0,0.0,0,"NATBANK, NATIONAL ASSOCIATION",NATIONAL BANK OF CANADA,5,4,0,0,OCC,2025-09-30,1242188.0,5,FL,0,0,33020
107156,SM,1.0,3399,QUANAH,96975,2017-01-31,1907-01-01,13,13,11,LUBBOCK,2.0,3399_20250930,245.0,4626.0,0.0,0.0,DIF,1934-01-01,4962.0,40.0,49.0,0.0,0,FIRST CAPITAL BANK,QUANAH FINL EMPLOYEE STK OWNERSHIP PLAN,5,2,0,0,FED,2025-09-30,2366755.0,2,TX,0,0,79252
488663,N,1.0,3400,FRISCO,370585,2022-08-31,1891-05-21,13,13,11,DALLAS,2057.0,3400_20250930,2.0,23451.0,0.0,0.0,DIF,1934-01-01,25741.0,157.0,74.0,0.0,0,"TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION",TXRB HOLDINGS INC,5,6,0,0,OCC,2025-09-30,4215745.0,4,TX,0,1,75034
1089770,NM,1.0,34010,CITY OF INDUSTRY,816358,2022-10-03,1995-05-03,14,14,12,LOS ANGELES,2292.0,34010_20250930,525.0,37962.0,0.0,0.0,DIF,1995-05-03,42280.0,275.0,1226.0,0.0,0,EVERTRUST BANK,O-BANK CO LTD,4,8,0,0,FDIC,2025-09-30,3462494.0,4,CA,0,0,91746
3350562,N,0.0,34011,ARLINGTON HEIGHT,2800354,2022-08-31,1995-05-08,9,9,7,CHICAGO,3008.0,34011_20250930,211.0,113529.0,0.0,2715.0,DIF,1995-05-08,134780.0,804.0,14513.0,0.0,0,"VILLAGE BANK AND TRUST, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,3,8,0,0,OCC,2025-09-30,2260406.0,4,IL,0,0,60004
140072,N,1.0,34014,SWEETWATER,129385,2022-08-31,1995-05-08,13,13,11,LUBBOCK,230.0,34014_20250930,0.0,2032.0,0.0,0.0,DIF,1995-05-08,3647.0,29.0,1356.0,0.0,0,TEXAS NATIONAL BANK,MESA FINANCIAL CORP,5,2,0,0,OCC,2025-09-30,2299040.0,7,TX,1,0,79556
151864,N,1.0,3401,QUITAQUE,133607,2017-01-31,1920-08-20,13,13,11,LUBBOCK,1872.0,3401_20250930,0.0,3775.0,0.0,0.0,DIF,1934-01-01,6435.0,0.0,788.0,0.0,0,THE FIRST NATIONAL BANK OF QUITAQUE,QUITAQUE NATIONAL CORP,5,3,0,0,OCC,2025-09-30,3141034.0,2,TX,0,0,79255
192381,SM,1.0,34020,TOPEKA,166218,2022-08-31,1995-05-22,11,11,10,KANSAS CITY,933.0,34020_20250930,70.0,6756.0,0.0,9.0,DIF,1995-05-22,8126.0,132.0,226.0,0.0,0,COMMUNITY BANK,COMMUNITY FINANCIAL CORP,4,1,0,0,FED,2025-09-30,2254704.0,4,KS,0,0,66614
301896,NM,1.0,34023,OAK RIDGE,261864,2022-08-31,1995-05-30,13,13,6,KNOXVILLE,101.0,34023_20250930,120.0,11088.0,0.0,0.0,DIF,1995-05-30,12397.0,36.0,1052.0,0.0,0,TNBANK,TENNESSEE VALLEY FINL HOLDINGS,5,6,0,0,FDIC,2025-09-30,3082454.0,4,TN,0,1,37830
709470,NM,1.0,34038,PARK RIDGE,603471,2024-12-31,1995-07-03,9,9,7,CHICAGO,4017.0,34038_20250930,0.0,24196.0,0.0,0.0,DIF,1995-07-03,30335.0,47.0,2075.0,0.0,0,TIME BANK,COMMUNITY BANK CORP,3,4,0,0,FDIC,2025-09-30,2536857.0,4,IL,1,0,60068
298194,SM,1.0,34040,GREENWOOD VILLAG,214049,2022-08-31,1995-07-10,13,13,10,DENVER,310.0,34040_20250930,0.0,9242.0,0.0,0.0,DIF,1995-07-10,12203.0,215.0,2436.0,0.0,0,FIRST AMERICAN STATE BANK,FIRST AMERICAN BCORP,4,1,0,0,FED,2025-09-30,2747765.0,4,CO,0,0,80111
2065477,NM,1.0,34047,LEXINGTON,1776853,2022-08-31,1995-08-17,5,5,5,COLUMBIA SC,4850.0,34047_20250930,2.0,53631.0,0.0,0.0,DIF,1995-08-17,72133.0,977.0,12673.0,0.0,0,FIRST COMMUNITY BANK,FIRST COMMUNITY CORP,1,22,0,0,FDIC,2025-09-30,2337401.0,4,SC,0,0,29072
304370,NM,1.0,34052,GREEN BAY,259134,2022-08-31,1995-08-21,9,9,7,APPLETON,1231.0,34052_20250930,0.0,5549.0,0.0,0.0,DIF,1995-08-21,10309.0,48.0,3481.0,0.0,0,BAY BANK,BAY BCORP INC,3,3,0,0,FDIC,2025-09-30,2340867.0,8,WI,0,0,54313
394946,SI,1.0,34058,NEWARK,331925,2022-08-31,1995-09-01,2,2,2,JAMESBURG,888.0,34058_20250930,0.0,7602.0,0.0,0.0,DIF,1995-09-01,10375.0,0.0,1885.0,0.0,0,LUSITANIA SAVINGS BANK,LUSITANIA FINANCIAL MHC,1,4,0,0,FDIC,2025-09-30,3789986.0,5,NJ,0,0,07105
4917736,SM,0.0,3405,SAN ANTONIO,4456722,2025-04-01,1923-11-06,13,13,11,AUSTIN,24964.0,3405_20250930,0.0,171585.0,0.0,0.0,DIF,1934-01-01,200992.0,499.0,3944.0,0.0,0,VANTAGE BANK TEXAS,VBT FINANCIAL CORP INC,5,23,0,0,FED,2025-09-30,5278381.0,4,TX,1,0,78216
1981783,N,1.0,34068,THOMASVILLE,1673612,2022-08-31,1995-10-02,5,5,6,ALBANY GA,5898.0,34068_20250930,105.0,84232.0,0.0,0.0,DIF,1995-10-02,92207.0,263.0,1709.0,0.0,0,THOMASVILLE NATIONAL BANK,THOMASVILLE BANCSHARES INC,5,4,0,0,OCC,2025-09-30,2346010.0,4,GA,0,1,31792
781153,N,0.0,34069,WILMINGTON,5219,2022-08-31,1995-10-02,2,16,3,CLAYMONT,0.0,34069_20250930,0.0,1400.0,0.0,0.0,DIF,1995-10-02,1917.0,485.0,32.0,0.0,0,"WILMINGTON TRUST, NATIONAL ASSOCIATION",M&T BANK CORP,1,43,0,0,OCC,2025-09-30,1037003.0,7,DE,0,1,19801
3112362,N,0.0,34073,LIBERTYVILLE,2645370,2022-08-31,1995-10-10,9,9,7,CHICAGO,1441.0,34073_20250930,8.0,103084.0,0.0,2508.0,DIF,1995-10-10,121063.0,718.0,13304.0,0.0,0,"LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,3,8,0,0,OCC,2025-09-30,2260406.0,4,IL,0,0,60048
615154,NM,1.0,34074,MADISON,523087,2022-08-31,1995-10-09,9,9,7,MADISON,1007.0,34074_20250930,9.0,20749.0,0.0,0.0,DIF,1995-10-09,23808.0,125.0,1918.0,0.0,0,CAPITOL BANK,CAPITOL BANKSHARES INC,3,3,0,0,FDIC,2025-09-30,2339610.0,4,WI,0,0,53717
757709,NM,1.0,340,BILOXI,637877,2022-08-31,1896-04-13,13,13,6,JACKSON MS,1158.0,340_20250930,0.0,10901.0,0.0,0.0,DIF,1934-01-01,21935.0,21.0,9855.0,0.0,0,"THE PEOPLES BANK, BILOXI, MISSISSIPPI",PEOPLES FINANCIAL CORP,5,18,0,0,FDIC,2025-09-30,1133174.0,7,MS,0,1,39530
525334,NM,1.0,34108,MELROSE PARK,475760,2022-08-31,1995-12-22,9,9,7,CHICAGO,166.0,34108_20250930,846.0,19754.0,0.0,0.0,DIF,1995-12-22,21939.0,40.0,1133.0,0.0,0,PAN AMERICAN BANK & TRUST,SOLVTRUST FINANCIAL CORP,3,5,0,0,FDIC,2025-09-30,5905614.0,4,IL,0,1,60160
3299623,NM,1.0,34120,ANN ARBOR,2772600,2022-08-31,1996-01-16,9,9,7,DETROIT,4410.0,34120_20250930,0.0,109307.0,0.0,15714.0,DIF,1996-01-16,135051.0,406.0,5214.0,0.0,0,BANK OF ANN ARBOR,ARBOR BCORP INC,3,17,0,0,FDIC,2025-09-30,2454380.0,4,MI,0,1,48104
458797,NM,1.0,34146,SENECA,408735,2022-08-31,1996-03-15,11,11,10,SPRINGFIELD MO,538.0,34146_20250930,72.0,20443.0,0.0,0.0,DIF,1996-03-15,21688.0,274.0,361.0,0.0,0,PEOPLE'S BANK OF SENECA,PBS BANCSHARES INC,4,5,0,0,FDIC,2025-09-30,4096645.0,4,MO,0,0,64865
395562,SM,1.0,34148,AFTON,344658,2022-08-31,1996-03-25,14,14,10,SALT LAKE CITY,277.0,34148_20250930,589.0,12330.0,0.0,0.0,DIF,1996-03-25,16936.0,31.0,3709.0,0.0,0,BANK OF STAR VALLEY,STAR VALLEY BANCSHARES INC,4,3,0,0,FED,2025-09-30,2270384.0,4,WY,1,1,83110
589861,NM,1.0,34150,MADISONVILLE,527308,2022-08-31,1996-03-29,9,9,8,MOUNT VERNON,1.0,34150_20250930,830.0,20256.0,0.0,0.0,DIF,1996-03-29,23924.0,102.0,2735.0,0.0,0,FIRST UNITED BANK AND TRUST COMPANY,FIRST UNITED BCORP INC,3,7,0,0,FDIC,2025-09-30,2356082.0,4,KY,1,1,42431
282127,NM,1.0,34160,FITZGERALD,246551,2025-04-21,1996-04-19,5,5,6,ALBANY GA,973.0,34160_20250930,1585.0,8003.0,0.0,0.0,DIF,1996-04-19,11356.0,14.0,781.0,0.0,0,COMMUNITY BANKING COMPANY,CBC HOLDING CO,5,3,0,0,FDIC,2025-09-30,2530118.0,8,GA,0,0,31750
363639,NM,1.0,34162,OSHKOSH,257382,2022-08-31,1996-04-22,9,9,7,APPLETON,64.0,34162_20250930,242.0,15321.0,0.0,0.0,DIF,1996-04-22,16469.0,152.0,690.0,0.0,0,WEST POINTE BANK,WEST POINTE BANCSHARES INC,3,1,0,0,FDIC,2025-09-30,2371807.0,4,WI,0,1,54902
279452,NM,1.0,34171,ROCHESTER,211306,2024-06-30,1996-05-09,11,11,9,MINNEAPOLIS,203.0,34171_20250930,72.0,10923.0,0.0,1.0,DIF,1996-05-09,12071.0,105.0,767.0,0.0,0,EAGLE ROCK BANK,OLMSTED HOLDING CORP,3,2,0,0,FDIC,2025-09-30,3153260.0,4,MN,0,0,55901
266833,NM,1.0,34193,WILMINGTON,217843,2022-08-31,1996-07-01,2,2,3,CLAYMONT,7012.0,34193_20250930,0.0,2748.0,0.0,0.0,DIF,1996-07-01,9760.0,0.0,0.0,0.0,0,APPLIED BANK,Unknown,1,2,0,0,FDIC,2025-09-30,0.0,7,DE,1,0,19803
1837504,N,1.0,34207,ELK CITY,1626560,2022-12-16,1996-07-17,13,13,10,OKLAHOMA CITY,3402.0,34207_20250930,622.0,91380.0,0.0,0.0,DIF,1996-07-17,98777.0,52.0,3321.0,0.0,0,GREAT PLAINS NATIONAL BANK,GREAT PLAINS BANCSHARES INC,5,26,0,0,OCC,2025-09-30,1060355.0,4,OK,1,0,73644
1130955,SM,1.0,34211,SCOTTSBLUFF,953648,2024-06-30,1996-07-22,11,11,10,GRAND ISLAND,1329.0,34211_20250930,1.0,44907.0,0.0,0.0,DIF,1996-07-22,49279.0,259.0,2783.0,0.0,0,PLATTE VALLEY BANK,PLATTE VALLEY FINL SERVICE COMPANIES,4,10,0,0,FED,2025-09-30,2511014.0,2,NE,0,1,69361
240201000,N,0.0,34221,PURCHASE,213792000,2022-08-31,1996-08-12,2,16,2,NEW YORK CITY,699000.0,34221_20250930,100000.0,5542000.0,0.0,0.0,DIF,1996-08-12,7249000.0,32000.0,876000.0,0.0,0,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",MORGAN STANLEY,1,1,0,0,OCC,2025-09-30,2162966.0,9,NY,0,1,10577
616854,NM,1.0,34229,CUMMING,555260,2022-08-31,1997-02-03,5,5,6,ATLANTA,1370.0,34229_20250930,0.0,14210.0,0.0,0.0,DIF,1997-02-03,21947.0,19.0,6348.0,0.0,0,THE CITIZENS BANK OF GEORGIA,FORSYTH BANCSHARES INC,5,4,0,0,FDIC,2025-09-30,2497211.0,4,GA,0,0,30040
635108,NM,1.0,34233,VERO BEACH,573854,2022-08-31,1997-07-01,5,5,6,SOUTH FLORIDA,338.0,34233_20250930,0.0,19067.0,0.0,0.0,DIF,1997-07-01,21966.0,38.0,2523.0,0.0,0,MARINE BANK & TRUST COMPANY,MARINE BCORP OF FLORIDA INC,5,5,0,0,FDIC,2025-09-30,5076215.0,4,FL,0,1,32963
351258,NM,1.0,34240,HORTONVILLE,294165,2022-08-31,1996-10-16,9,9,7,APPLETON,24.0,34240_20250930,453.0,12790.0,0.0,0.0,DIF,1996-10-16,14063.0,0.0,796.0,0.0,0,WOLF RIVER COMMUNITY BANK,WOLF RIVER BCORP INC,3,4,0,0,FDIC,2025-09-30,3180257.0,4,WI,0,0,54944
1162548,SM,0.0,34252,WALNUT CREEK,541416,2022-08-31,1997-01-02,14,14,12,SAN FRANCISCO,10869.0,34252_20250930,11.0,22043.0,0.0,0.0,DIF,1997-01-02,35620.0,330.0,2367.0,0.0,0,PACIFIC COAST BANKERS' BANK,PACIFIC COAST BANKERS BANCSHARES,4,1,0,0,FED,2025-09-30,2731586.0,4,CA,0,0,94596
1905613,NM,1.0,34254,HOPKINSVILLE,1655601,2022-08-31,1996-09-12,9,9,8,MOUNT VERNON,1000.0,34254_20250930,2.0,74445.0,0.0,0.0,DIF,1996-09-12,81438.0,355.0,5636.0,0.0,0,"PLANTERS BANK, INC.",PLANTERS FINANCIAL GROUP INC,3,13,0,0,FDIC,2025-09-30,3013225.0,4,KY,0,1,42240
642274,NM,1.0,34259,ELIZABETH,456194,2022-08-31,1998-04-13,2,2,2,JAMESBURG,2024.0,34259_20250930,0.0,31545.0,0.0,0.0,DIF,1998-04-13,34438.0,98.0,771.0,0.0,0,CROWN BANK,Unknown,1,13,0,0,FDIC,2025-09-30,0.0,4,NJ,1,0,07208
5474193,NM,1.0,34294,LUTHERVILLE,4761073,2022-12-07,1997-12-01,2,2,5,BALTIMORE,15965.0,34294_20250930,0.0,231469.0,0.0,0.0,DIF,1997-12-01,298018.0,726.0,49858.0,0.0,0,CFG BANK,CAPITAL FUNDING BCORP INC,1,3,0,0,FDIC,2025-09-30,3927078.0,4,MD,0,0,21093
731114,SM,1.0,342,VICTOR,651594,2022-08-31,1907-01-01,14,14,9,BILLINGS,400.0,342_20250930,0.0,22934.0,0.0,0.0,DIF,1934-01-01,27654.0,263.0,4057.0,0.0,0,FARMERS STATE BANK,FARMERS STATE FINANCIAL CORP,4,11,0,0,FED,2025-09-30,2108227.0,4,MT,1,0,59875
5877067,SM,0.0,3430,SAN RAFAEL,4795727,2022-08-31,1884-02-24,14,14,12,SAN FRANCISCO,21816.0,3430_20250930,0.0,31449.0,0.0,0.0,DIF,1934-01-01,173607.0,654.0,119688.0,0.0,0,WESTAMERICA BANK,WESTAMERICA BCORP,4,76,0,0,FED,2025-09-30,1025541.0,9,CA,0,1,94901
762258,NM,0.0,34313,RENO,558460,2024-05-01,1997-08-25,14,14,12,PHOENIX,0.0,34313_20250930,0.0,48371.0,0.0,0.0,DIF,1997-08-25,49675.0,7.0,1297.0,0.0,0,EAGLEMARK SAVINGS BANK,Unknown,4,1,0,0,FDIC,2025-09-30,0.0,6,NV,0,0,89521
1284728,N,1.0,34319,HOUSTON,1128381,2022-08-31,1997-11-03,13,13,11,HOUSTON,3202.0,34319_20250930,0.0,57473.0,0.0,0.0,DIF,1997-11-03,62136.0,116.0,1345.0,0.0,0,SOUTHWESTERN NATIONAL BANK,SWNB BCORP INC,5,8,0,0,OCC,2025-09-30,3234682.0,4,TX,0,0,77036
4400,N,0.0,34331,ALBUQUERQUE,500,2022-08-31,1996-10-01,13,13,10,ALBUQUERQUE,8.0,34331_20250930,0.0,0.0,0.0,0.0,DIF,1996-10-01,98.0,0.0,90.0,0.0,0,DSRM NATIONAL BANK,Unknown,4,1,0,0,OCC,2025-09-30,0.0,7,NM,0,0,87109
113466,NM,1.0,34334,CHICAGO,88800,2022-08-31,1997-01-29,9,9,7,CHICAGO,414.0,34334_20250930,0.0,4525.0,0.0,0.0,DIF,1997-01-29,4955.0,16.0,0.0,0.0,0,AMERICAN METRO BANK,AMERICAN METRO BCORP INC,3,2,0,0,FDIC,2025-09-30,3272367.0,4,IL,0,0,60640
1334624,N,1.0,34352,WASHINGTON,919441,2022-08-31,1998-11-24,2,2,5,BALTIMORE,1108.0,34352_20250930,26.0,38915.0,0.0,0.0,DIF,1998-11-24,44989.0,871.0,4069.0,0.0,0,"CITY FIRST BANK, NATIONAL ASSOCIATION",CITY FIRST ENTERPRISES INC,1,4,0,0,OCC,2025-09-30,2697954.0,4,DC,0,0,20009
1094319,NM,1.0,34363,OMAHA,882391,2024-06-30,1996-12-27,11,11,10,OMAHA,92.0,34363_20250930,0.0,39572.0,0.0,0.0,DIF,1996-12-27,42595.0,325.0,2606.0,0.0,0,CORE BANK,DS HOLDING CO INC,4,5,0,0,FDIC,2025-09-30,3428502.0,4,NE,0,1,68118
32246474,SM,0.0,34383,DALLAS,27942586,2025-09-19,1997-10-03,13,13,11,DALLAS,105231.0,34383_20250930,6.0,1067082.0,0.0,10443.0,DIF,1997-10-03,1323053.0,974.0,139317.0,0.0,0,TEXAS CAPITAL BANK,TEXAS CAPITAL BANCSHARES INC,5,10,0,0,FED,2025-09-30,2706735.0,4,TX,0,1,75201
744635,NM,1.0,34384,ROCK VALLEY,612598,2024-06-30,1997-02-25,11,11,7,SIOUX CITY,221.0,34384_20250930,7.0,32761.0,0.0,0.0,DIF,1997-02-25,35149.0,311.0,1849.0,0.0,0,PREMIER BANK,PREMIER HOLDINGS LTD,4,5,0,0,FDIC,2025-09-30,3066922.0,2,IA,1,0,51247
115928,NM,1.0,34386,WYOMING,71271,2022-08-31,1997-09-02,9,9,4,COLUMBUS,382.0,34386_20250930,0.0,6126.0,0.0,0.0,DIF,1997-09-02,6539.0,31.0,0.0,0.0,0,SPRING VALLEY BANK,SV BCORP INC,3,1,0,0,FDIC,2025-09-30,3464340.0,4,OH,1,0,45215
126042,NM,1.0,34393,SKOKIE,88160,2022-08-31,1997-06-09,9,9,7,CHICAGO,745.0,34393_20250930,0.0,4958.0,0.0,0.0,DIF,1997-06-09,5747.0,40.0,4.0,0.0,0,1ST EQUITY BANK,FIRST EQUITY CORP,3,1,0,0,FDIC,2025-09-30,2531553.0,4,IL,1,0,60076
241295,N,1.0,34394,DAKOTA DUNES,185763,2024-06-30,1997-05-01,11,11,9,SIOUX FALLS,16.0,34394_20250930,1106.0,5661.0,0.0,0.0,DIF,1997-05-01,7591.0,45.0,763.0,0.0,0,SECURITY NATIONAL BANK OF SOUTH DAKOTA,SECURITY NATIONAL CORP,4,3,0,0,OCC,2025-09-30,1200348.0,4,SD,0,1,57049
4851594,N,0.0,34395,BARRINGTON,3757515,2024-09-27,1996-12-19,9,9,7,CHICAGO,4097.0,34395_20250930,252.0,152999.0,0.0,1507.0,DIF,1996-12-19,176875.0,2555.0,15465.0,0.0,0,"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,3,9,0,0,OCC,2025-09-30,2260406.0,4,IL,0,0,60010
1339815,NM,1.0,34401,DENVER,1173870,2025-07-11,1997-05-13,13,13,10,DENVER,1591.0,34401_20250930,18.0,40860.0,0.0,0.0,DIF,1997-05-13,47134.0,86.0,4579.0,0.0,0,FORTIS BANK,FORTIS BCORP,4,4,0,0,FDIC,2025-09-30,3559198.0,4,CO,0,0,80237
4549707,SM,1.0,34403,EVERETT,4016601,2022-08-31,1997-04-01,14,14,12,SEATTLE,22154.0,34403_20250930,8.0,297381.0,0.0,0.0,DIF,1997-04-01,321731.0,296.0,1892.0,0.0,0,COASTAL COMMUNITY BANK,COASTAL FINANCIAL CORP,4,14,0,0,FED,2025-09-30,3203008.0,4,WA,0,0,98203
2387965,NM,0.0,34404,SALT LAKE CITY,1863193,2022-08-31,1997-05-15,14,14,12,SALT LAKE CITY,4273.0,34404_20250930,60.0,301083.0,0.0,0.0,DIF,1997-05-15,314035.0,0.0,8619.0,0.0,0,WEBBANK,Unknown,4,1,0,0,FDIC,2025-09-30,0.0,4,UT,0,0,84111
206822,NM,1.0,34407,ESTHERVILLE,173233,2024-06-30,1997-04-01,11,11,7,DES MOINES,601.0,34407_20250930,0.0,5879.0,0.0,0.0,DIF,1997-04-01,7112.0,6.0,626.0,0.0,0,NORTHSTAR BANK,VAN DIEST INVESTMENT CO,4,3,0,0,FDIC,2025-09-30,1205026.0,2,IA,0,1,51334
434891,NM,1.0,34409,JENNINGS,366116,2022-08-31,1997-02-26,13,13,6,BATON ROUGE,1058.0,34409_20250930,31.0,19502.0,0.0,0.0,DIF,1997-02-26,22194.0,55.0,1548.0,0.0,0,THE BANK,BANCSHARES INC THE,5,8,0,0,FDIC,2025-09-30,2504874.0,4,LA,0,0,70546
1907769,NM,1.0,3440,DIXON,1687649,2023-01-20,1910-01-02,14,14,12,SACRAMENTO,3278.0,3440_20250930,0.0,42577.0,0.0,243.0,DIF,1934-01-01,60621.0,767.0,13756.0,0.0,0,FIRST NORTHERN BANK OF DIXON,FIRST NORTHERN COMMUNITY BCORP,4,21,0,0,FDIC,2025-09-30,2880626.0,4,CA,0,1,95620
1055180,SB,1.0,34415,FORT WORTH,935742,2022-08-31,1997-04-18,13,13,11,DALLAS,2703.0,34415_20250930,0.0,21006.0,0.0,0.0,DIF,1997-04-18,30013.0,0.0,6304.0,0.0,0,FIRST COMMAND BANK,FIRST COMMAND FINL PLANNING EMPLOYEE STK OWNERSHIP PLAN TR,5,1,0,0,OCC,2025-09-30,3823321.0,9,TX,1,1,76109
1035305,SM,1.0,34422,ALLENTOWN,852158,2023-04-26,1997-06-02,2,2,3,PHILADELPHIA,1921.0,34422_20250930,0.0,36436.0,0.0,0.0,DIF,1997-06-02,40755.0,287.0,2111.0,0.0,0,AMERICAN BANK,AMERICAN BANK INC,1,1,0,0,FED,2025-09-30,3008753.0,4,PA,0,0,18104
104830,NM,1.0,34441,GREEN RIVER,93643,2022-08-31,1997-08-18,14,14,10,BILLINGS,2.0,34441_20250930,119.0,4127.0,0.0,0.0,DIF,1997-08-18,4466.0,2.0,216.0,0.0,0,STATE BANK,SBWY FINANCIAL CORP,4,3,0,0,FDIC,2025-09-30,5554713.0,4,WY,0,0,82935
24261355,SM,1.0,34444,MALVERN,20621955,2022-06-15,1997-06-26,2,2,3,PHILADELPHIA,132525.0,34444_20250930,0.0,748749.0,0.0,9415.0,DIF,1997-06-26,1003714.0,5214.0,107811.0,0.0,0,CUSTOMERS BANK,CUSTOMERS BCORP INC,1,7,0,0,FED,2025-09-30,4284536.0,4,PA,0,0,19355
93187,N,1.0,34455,ROTAN,87835,2022-08-31,1997-04-01,13,13,11,LUBBOCK,11.0,34455_20250930,141.0,2424.0,0.0,0.0,DIF,1997-04-01,3188.0,11.0,601.0,0.0,0,FIRST NATIONAL BANK,ROTAN BANCSHARES INC,5,1,0,0,OCC,2025-09-30,2487913.0,2,TX,1,1,79546
1054516,SI,1.0,34456,AUSTIN,898894,2023-12-04,1997-04-01,13,13,11,AUSTIN,2997.0,34456_20250930,38.0,42072.0,0.0,0.0,DIF,1997-04-01,47464.0,118.0,2239.0,0.0,0,"KEYSTONE BANK, SSB",KEYSTONE BANCSHARES INC,5,4,0,0,FDIC,2025-09-30,5278372.0,4,TX,0,0,78738
196890,SM,1.0,34457,JACKSON,172688,2022-08-31,1997-06-02,13,13,8,NASHVILLE,894.0,34457_20250930,183.0,2736.0,0.0,0.0,DIF,1997-06-02,6026.0,43.0,2170.0,0.0,0,THE BANK OF JACKSON,SECURITY BCORP OF TN INC,5,3,0,0,FED,2025-09-30,1135374.0,7,TN,0,1,38305
189581,NM,1.0,34460,LEEDS,173770,2022-08-31,1997-12-30,5,5,6,SHELBY,359.0,34460_20250930,0.0,7817.0,0.0,0.0,DIF,1997-12-30,8612.0,0.0,436.0,0.0,0,MILLENNIAL BANK,Unknown,5,2,0,0,FDIC,2025-09-30,0.0,4,AL,0,0,35094
15276,N,0.0,34478,CHARLOTTE,2000,2022-08-31,1998-02-02,5,5,5,CHARLOTTE,92.0,34478_20250930,0.0,0.0,0.0,0.0,DIF,1998-02-02,480.0,8.0,380.0,0.0,0,CEDAR HILL NATIONAL BANK,Unknown,1,1,0,0,OCC,2025-09-30,0.0,7,NC,0,0,28273
146921,NM,1.0,34488,HIAWATHA,122507,2024-06-30,1997-09-15,11,11,7,CEDAR RAPIDS,9.0,34488_20250930,17.0,4372.0,0.0,0.0,DIF,1997-09-15,5266.0,30.0,838.0,0.0,0,HIAWATHA BANK AND TRUST COMPANY,COUNTRY BCORP,4,3,0,0,FDIC,2025-09-30,1203910.0,4,IA,0,1,52233
408039,N,1.0,34489,FORT MYERS,356934,2022-08-31,1997-08-29,5,5,6,SOUTH FLORIDA,5774.0,34489_20250930,0.0,5605.0,0.0,0.0,DIF,1997-08-29,13081.0,54.0,1648.0,0.0,0,EDISON NATIONAL BANK,EDISON BANCSHARES INC,5,4,0,0,OCC,2025-09-30,2591258.0,7,FL,1,0,33907
820394,NM,1.0,34496,ALHAMBRA,624330,2022-08-31,1997-05-20,14,14,12,LOS ANGELES,2598.0,34496_20250930,0.0,33318.0,0.0,0.0,DIF,1997-05-20,37475.0,265.0,1294.0,0.0,0,FIRST COMMERCIAL BANK (USA),FIRST FINANCIAL HOLDING CO LTD,4,8,0,0,FDIC,2025-09-30,3086210.0,4,CA,0,0,91801
9009668,SB,0.0,34507,DES MOINES,8467580,2025-02-21,1998-02-12,11,11,7,DES MOINES,25076.0,34507_20250930,0.0,74862.0,0.0,0.0,DIF,1998-02-12,283337.0,458.0,182941.0,0.0,0,PRINCIPAL BANK,Unknown,4,1,0,0,OCC,2025-09-30,0.0,5,IA,0,1,50309
433515,NM,1.0,34517,MADISONVILLE,387995,2022-08-31,1997-09-22,13,13,6,KNOXVILLE,1004.0,34517_20250930,0.0,15268.0,0.0,0.0,DIF,1997-09-22,18947.0,45.0,2630.0,0.0,0,PEOPLES BANK OF EAST TENNESSEE,PEOPLES BANCSHARES OF TN INC,5,12,0,0,FDIC,2025-09-30,3403161.0,4,TN,0,0,37354
9112904,NM,0.0,34519,SOUTH JORDAN,7100001,2022-08-31,1997-09-22,14,14,12,SALT LAKE CITY,36362.0,34519_20250930,20.0,1248118.0,0.0,0.0,DIF,1997-09-22,1295097.0,0.0,10597.0,0.0,0,MERRICK BANK,Unknown,4,1,0,0,FDIC,2025-09-30,0.0,3,UT,0,0,84095
192486,NM,1.0,34526,MARENGO,175380,2022-08-31,1998-04-02,9,9,7,CHICAGO,602.0,34526_20250930,31.0,5794.0,0.0,0.0,DIF,1998-04-02,7068.0,10.0,631.0,0.0,0,PRAIRIE COMMUNITY BANK,MARENGO BANCSHARES INC,3,5,0,0,FDIC,2025-09-30,2598378.0,4,IL,0,0,60152
