BKCLASS,CB,CERT,CITY,CRAG,CRAGSM,CRAUTO,CRCI,CRCINUS,CRCON,CRCONOTH,CRCRCD,CRDEP,CRDEPNUS,CRFORGV,CRLNLS,CRLS,CROTHER,CRRE,CRREAG,CRRECONS,CRREFOR,CRRELOC,CRREMULT,CRRENRES,CRRENUS,CRREOFFDOM,CRRERES,CRRERSF2,CRRERSFM,DRAG,DRAGSM,DRAUTO,DRCI,DRCINUS,DRCON,DRCONOTH,DRCRCD,DRDEP,DRDEPNUS,DRFORGV,DRLNLS,DRLS,DROTHER,DRRE,DRREAG,DRRECONS,DRREFOR,DRRELOC,DRREMULT,DRRENRES,DRRENUS,DRREOFFDOM,DRRERES,DRRERSF2,DRRERSFM,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAMEFULL,NAMEHCR,NTAG,NTAGSM,NTAUTO,NTCI,NTCINUS,NTCON,NTCONOTH,NTCRCD,NTDEP,NTDEPNUS,NTFORGV,NTLNLS,NTLS,NTOTHER,NTRE,NTREAG,NTRECONS,NTREFOR,NTRELOC,NTREMULT,NTRENRES,NTRENUS,NTREOFFDOM,NTRERES,NTRERSF2,NTRERSFM,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
NM,1.0,10165,PIERZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1908-01-01,11,11,9,MINNEAPOLIS,10165_20250930,DIF,1934-01-01,0,FARMERS AND MERCHANTS STATE BANK OF PIERZ,FARMERS&MERCHANTS AGENCY INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3,0,0,FDIC,2025-09-30,1123791.0,2,MN,1,0,56364
NM,1.0,10167,ROSEAU,0.0,0.0,1.0,90.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,315,0.0,0.0,0.0,2024-06-30,1905-05-03,11,11,9,FARGO,10167_20250930,DIF,1934-01-01,0,CITIZENS STATE BANK OF ROSEAU,ROSEAU REALTY CO INC,0.0,0.0,26.0,-90.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,303,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,2613589.0,8,MN,1,0,56751
NM,1.0,10168,CANNON FALLS,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1915-06-21,11,11,9,MINNEAPOLIS,10168_20250930,DIF,1934-01-01,0,FIRST FARMERS & MERCHANTS BANK,215 HOLDING CO,0.0,-1.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,7,0,0,FDIC,2025-09-30,1247576.0,2,MN,0,0,55009
NM,1.0,10169,BECKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2013-01-25,1920-09-07,11,11,9,MINNEAPOLIS,10169_20250930,DIF,1934-01-01,0,SHERBURNE STATE BANK,SAINT JOSEPH BANCSHARES ACQUISITIONS,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3,0,0,FDIC,2025-09-30,3348011.0,4,MN,0,0,55308
NM,1.0,10174,UNDERWOOD,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1915-12-01,11,11,9,FARGO,10174_20250930,DIF,1934-01-01,0,FARMERS STATE BANK OF UNDERWOOD,UNDERWOOD BANCSHARES INC,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,4,0,0,FDIC,2025-09-30,1128385.0,4,MN,1,0,56586
NM,1.0,10175,HIBBING,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,33.0,32.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1911-02-11,11,11,9,MINNEAPOLIS,10175_20250930,DIF,1934-01-01,0,SECURITY STATE BANK OF HIBBING,SECURITY FINL SERVICES INC,0.0,0.0,0.0,5.0,0.0,31.0,30.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,1128817.0,4,MN,0,0,55746
NM,1.0,10178,HOLLANDALE,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1926-08-02,11,11,9,MINNEAPOLIS,10178_20250930,DIF,1934-01-01,0,PRODUCE STATE BANK,Unknown,0.0,0.0,-1.0,0.0,0.0,6.0,-2.0,9.0,0.0,0.0,0.0,-4.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-10.0,0.0,-10.0,3,4,0,0,FDIC,2025-09-30,0.0,2,MN,1,0,56045
NM,1.0,10185,ELYSIAN,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,47.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1907-09-24,11,11,9,MANKATO,10185_20250930,DIF,1934-01-01,0,ELYSIAN BANK,ELYSIAN INC,0.0,33.0,2.0,-4.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,41.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,1128947.0,4,MN,1,0,56028
NM,1.0,10187,GONVICK,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1928-05-12,11,11,9,FARGO,10187_20250930,DIF,1934-01-01,0,THE NORTHERN STATE BANK OF GONVICK,Unknown,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,0.0,2,MN,1,0,56644
NM,1.0,10191,PRINSBURG,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,793.0,0.0,22.0,756.0,500.0,22.0,0.0,4.0,0.0,219.0,0.0,756,15.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18,0.0,0.0,0.0,2022-08-31,1916-10-14,11,11,9,MANKATO,10191_20250930,DIF,1934-01-01,0,PRINSBANK,PSB FINANCIAL SHARES INC,0.0,0.0,0.0,-10.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,-775.0,0.0,-22.0,-738.0,-500.0,-22.0,0.0,-4.0,0.0,-201.0,0.0,-738,-15.0,-7.0,-4.0,3,2,0,0,FDIC,2025-09-30,1495797.0,4,MN,1,0,56281
NM,1.0,10194,PINE RIVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1918-01-22,11,11,9,FARGO,10194_20250930,DIF,1934-01-01,0,PINE RIVER STATE BANK,NORBANC GROUP INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,5,0,0,FDIC,2025-09-30,1128424.0,8,MN,1,0,56474
NM,1.0,10197,CYRUS,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1901-10-07,11,11,9,FARGO,10197_20250930,DIF,1934-01-01,0,HOMETOWN COMMUNITY BANK,CYRUS BANCSHARES INC,0.0,0.0,0.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,4,0,0,FDIC,2025-09-30,2752125.0,4,MN,1,0,56323
NM,1.0,10200,JEFFERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1900-06-27,11,11,9,MANKATO,10200_20250930,DIF,1934-01-01,0,STATE BANK OF JEFFERS,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,0.0,2,MN,0,0,56145
NM,1.0,10202,LOWRY,0.0,0.0,6.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,37,15.0,4.0,11.0,2024-06-30,1899-10-04,11,11,9,FARGO,10202_20250930,DIF,1934-01-01,0,LOWRY STATE BANK,FINANCIAL SERVICES LOWRY INC,0.0,0.0,-6.0,0.0,0.0,-9.0,-3.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,37.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,37,15.0,4.0,11.0,3,1,0,0,FDIC,2025-09-30,1127016.0,4,MN,1,0,56349
NM,1.0,10212,GENEVA,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1915-01-01,11,11,9,MINNEAPOLIS,10212_20250930,DIF,1934-01-01,0,COMMERCE BANK,COMMERCE BANCSHARES INC,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-10.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,-10,-10.0,0.0,0.0,3,2,0,0,FDIC,2025-09-30,2452630.0,4,MN,1,0,56035
NM,1.0,10214,VERMILLION,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0,527,146.0,35.0,111.0,0.0,0.0,7.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1918-08-10,11,11,9,MINNEAPOLIS,10214_20250930,DIF,1934-01-01,0,VERMILLION STATE BANK,VERMILLION BANCSHARES INC,0.0,0.0,7.0,-136.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,-642.0,0.0,0.0,-527.0,0.0,0.0,0.0,0.0,0.0,-381.0,0.0,-527,-146.0,-35.0,-111.0,3,6,0,0,FDIC,2025-09-30,1128581.0,8,MN,1,0,55085
NM,1.0,10218,HUTCHINSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1886-01-01,11,11,9,MANKATO,10218_20250930,DIF,1934-01-01,0,CITIZENS BANK & TRUST CO.,CITIZENS BANCSHARES HUTCHINSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3,0,0,FDIC,2025-09-30,1121966.0,8,MN,1,1,55350
N,1.0,1022,PLATTEVILLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1905-10-28,9,9,7,MADISON,1022_20250930,DIF,1934-01-01,0,"CLARE BANK, NATIONAL ASSOCIATION",MONTFORT BCORP INC,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,8,0,0,OCC,2025-09-30,1205325.0,2,WI,1,1,53818
NM,1.0,10236,MAYVILLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1881-10-27,11,11,9,FARGO,10236_20250930,DIF,1934-01-01,0,THE GOOSE RIVER BANK,GOOSE RIVER HOLDING CO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3,0,0,FDIC,2025-09-30,1123803.0,2,ND,1,0,58257
NM,1.0,10243,GOLVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1914-06-01,11,11,9,FARGO,10243_20250930,DIF,1934-04-01,0,FIRST STATE BANK OF GOLVA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3,0,0,FDIC,2025-09-30,0.0,2,ND,1,0,58632
NM,0.0,10248,WATFORD CITY,0.0,51.0,22.0,39.0,0.0,325.0,176.0,127.0,0.0,0.0,0.0,586.0,0.0,51.0,171.0,1.0,0.0,0.0,0.0,20.0,138.0,0.0,171,12.0,0.0,12.0,0.0,0.0,24.0,2315.0,0.0,527.0,250.0,253.0,0.0,0.0,0.0,2842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1910-05-01,11,11,9,FARGO,10248_20250930,DIF,1934-01-01,0,FIRST INTERNATIONAL BANK & TRUST,WATFORD CITY BANCSHARES INC,0.0,-51.0,2.0,2276.0,0.0,202.0,74.0,126.0,0.0,0.0,0.0,2256.0,0.0,-51.0,-171.0,-1.0,0.0,0.0,0.0,-20.0,-138.0,0.0,-171,-12.0,0.0,-12.0,3,28,0,0,FDIC,2025-09-30,1135048.0,4,ND,1,1,58854
NM,1.0,10250,VELVA,0.0,6.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,0.0,26.0,16.0,1.0,0.0,0.0,0.0,419.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,361,0.0,0.0,0.0,2024-06-30,1915-01-01,11,11,9,FARGO,10250_20250930,DIF,1934-01-01,0,PEOPLES STATE BANK OF VELVA,BEALL BANCSHARES INC,0.0,-6.0,9.0,-349.0,0.0,26.0,16.0,1.0,0.0,0.0,0.0,32.0,0.0,-6.0,361.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,361,0.0,0.0,0.0,3,2,0,0,FDIC,2025-09-30,4412151.0,2,ND,1,0,58790
NM,1.0,10253,BEULAH,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1915-01-01,11,11,9,FARGO,10253_20250930,DIF,1934-01-01,0,FIRST SECURITY BANK - WEST,BEULAH BCORP INC,0.0,0.0,0.0,0.0,0.0,-17.0,-17.0,0.0,0.0,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,2,0,0,FDIC,2025-09-30,1919976.0,4,ND,1,0,58523
NM,1.0,10255,OLD FORT,0.0,0.0,2.0,4.0,0.0,34.0,32.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15,12.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,6.0,0.0,2021-08-29,1916-01-16,9,9,4,COLUMBUS,10255_20250930,DIF,1934-01-01,0,THE OLD FORT BANKING COMPANY,OLD FT BK EMPLOYEE STK OWNERSHIP&401-K PLAN,0.0,0.0,-2.0,0.0,0.0,30.0,32.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,-9.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-9,-6.0,-6.0,0.0,3,11,0,0,FDIC,2025-09-30,4902465.0,4,OH,1,0,44861
NM,1.0,10266,BEVERLY,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1863-01-01,9,9,4,COLUMBUS,10266_20250930,DIF,1934-01-01,0,THE CITIZENS BANK COMPANY,MUSKINGUM VALLEY BANCSHARES,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-5.0,-1.0,-4.0,3,5,0,0,FDIC,2025-09-30,1071856.0,4,OH,0,0,45715
SM,1.0,1027,BLYTHEVILLE,0.0,0.0,2.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,9.0,0.0,9.0,0.0,1190.0,25.0,514.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,2161.0,0.0,1190.0,423.0,0.0,305.0,0.0,0.0,0.0,118.0,0.0,423,0.0,0.0,0.0,2025-01-01,1908-03-16,13,13,8,LITTLE ROCK,1027_20250930,DIF,1934-01-01,0,FARMERS BANK AND TRUST COMPANY,FARMERS BCORP INC,0.0,1190.0,23.0,514.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,2143.0,0.0,1190.0,413.0,0.0,304.0,0.0,0.0,0.0,118.0,0.0,413,-9.0,0.0,-9.0,5,9,0,0,FED,2025-09-30,1247615.0,2,AR,1,1,72315
NM,1.0,10280,CALDWELL,0.0,0.0,79.0,0.0,0.0,85.0,6.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,22.0,0.0,22.0,0.0,0.0,131.0,69.0,0.0,154.0,23.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,49.0,0.0,49.0,2022-08-31,1912-01-20,9,9,4,COLUMBUS,10280_20250930,DIF,1934-01-01,0,THE FARMERS AND MERCHANTS BANK,FARMMERC INC,0.0,0.0,52.0,69.0,0.0,69.0,17.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,27.0,0.0,27.0,3,1,0,0,FDIC,2025-09-30,1249909.0,8,OH,0,0,43724
SM,1.0,1028,FORDYCE,0.0,0.0,29.0,5.0,0.0,42.0,13.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,13,2.0,0.0,2.0,0.0,0.0,59.0,16.0,0.0,92.0,33.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1931-01-06,13,13,8,LITTLE ROCK,1028_20250930,DIF,1934-01-01,0,FBT BANK & MORTGAGE,FBT BANCSHARES INC,0.0,0.0,30.0,11.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,-13,-2.0,0.0,-2.0,5,5,0,0,FED,2025-09-30,1099092.0,4,AR,1,1,71742
NM,1.0,10307,CHATTANOOGA,0.0,0.0,6.0,104.0,0.0,41.0,14.0,21.0,0.0,0.0,0.0,236.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,91,44.0,5.0,39.0,0.0,0.0,51.0,14.0,0.0,251.0,96.0,104.0,0.0,0.0,0.0,280.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,2025-08-22,1904-05-03,13,13,6,KNOXVILLE,10307_20250930,DIF,1934-01-01,0,BUILTWELL BANK,BUILTWELL BCORP INC,0.0,0.0,45.0,-90.0,0.0,210.0,82.0,83.0,0.0,0.0,0.0,44.0,0.0,0.0,-76.0,15.0,0.0,0.0,0.0,0.0,-47.0,0.0,-76,-44.0,-5.0,-39.0,5,36,0,0,FDIC,2025-09-30,1081716.0,4,TN,0,1,37402
