BKCLASS,CB,CERT,CITY,CRAG,CRAGSM,CRAUTO,CRCI,CRCINUS,CRCON,CRCONOTH,CRCRCD,CRDEP,CRDEPNUS,CRFORGV,CRLNLS,CRLS,CROTHER,CRRE,CRREAG,CRRECONS,CRREFOR,CRRELOC,CRREMULT,CRRENRES,CRRENUS,CRREOFFDOM,CRRERES,CRRERSF2,CRRERSFM,DRAG,DRAGSM,DRAUTO,DRCI,DRCINUS,DRCON,DRCONOTH,DRCRCD,DRDEP,DRDEPNUS,DRFORGV,DRLNLS,DRLS,DROTHER,DRRE,DRREAG,DRRECONS,DRREFOR,DRRELOC,DRREMULT,DRRENRES,DRRENUS,DRREOFFDOM,DRRERES,DRRERSF2,DRRERSFM,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAMEFULL,NAMEHCR,NTAG,NTAGSM,NTAUTO,NTCI,NTCINUS,NTCON,NTCONOTH,NTCRCD,NTDEP,NTDEPNUS,NTFORGV,NTLNLS,NTLS,NTOTHER,NTRE,NTREAG,NTRECONS,NTREFOR,NTRELOC,NTREMULT,NTRENRES,NTRENUS,NTREOFFDOM,NTRERES,NTRERSF2,NTRERSFM,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
SI,1.0,29782,DICKSON,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,332.0,4.0,328.0,0.0,0.0,7.0,71.0,0.0,38.0,31.0,0.0,0.0,0.0,0.0,1286.0,0.0,0.0,1177.0,0.0,1131.0,0.0,0.0,0.0,0.0,0.0,1177,46.0,9.0,37.0,2022-08-31,1936-10-16,13,13,6,NASHVILLE,29782_20250930,DIF,1989-08-09,0,FIRST FEDERAL BANK,SOUTHEASTERN BCORP INC,0.0,0.0,-3.0,71.0,0.0,28.0,31.0,0.0,0.0,0.0,0.0,944.0,0.0,0.0,845.0,0.0,1131.0,0.0,0.0,0.0,0.0,0.0,845,-286.0,5.0,-291.0,5,17,0,0,FDIC,2025-09-30,3842050.0,9,TN,1,0,37055
SM,1.0,29783,SALIDA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40,0.0,0.0,0.0,2022-08-31,1886-01-01,13,13,10,DENVER,29783_20250930,DIF,1989-08-09,0,HIGH COUNTRY BANK,HIGH COUNTRY BCORP INC,0.0,0.0,10.0,-1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40,0.0,0.0,0.0,4,5,0,0,FED,2025-09-30,3833834.0,4,CO,0,0,81201
N,1.0,29787,DOVER,0.0,0.0,0.0,1.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,2.0,3.0,0.0,0.0,19.0,38.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-27,1898-01-01,9,9,4,COLUMBUS,29787_20250930,DIF,1989-08-09,0,"FIRST FEDERAL COMMUNITY BANK, NATIONAL ASSOCIATION",FFD FINANCIAL CORP,0.0,0.0,19.0,37.0,0.0,-5.0,-24.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-5.0,-2.0,-3.0,3,8,0,0,OCC,2025-09-30,2506805.0,4,OH,0,0,44622
SM,1.0,297,LEWISBURG,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,62.0,0.0,62.0,2022-08-31,1894-02-10,9,9,8,LOUISVILLE,297_20250930,DIF,1934-01-01,0,LEWISBURG BANKING COMPANY,LEWISBURG BANCSHARES CORP,0.0,0.0,18.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,61.0,0.0,61.0,3,5,0,0,FED,2025-09-30,1250071.0,8,KY,1,0,42256
SI,1.0,29800,LISLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1917-01-01,9,9,7,CHICAGO,29800_20250930,DIF,1989-08-09,1,LISLE SAVINGS BANK,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9,-9.0,0.0,-9.0,3,4,0,0,FDIC,2025-09-30,0.0,5,IL,0,0,60532
SB,1.0,29804,OPELOUSAS,0.0,0.0,0.0,17.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,113.0,0.0,113.0,2022-08-31,1922-01-01,13,13,6,BATON ROUGE,29804_20250930,DIF,1989-08-09,0,CATALYST BANK,CATALYST BCORP INC,0.0,0.0,0.0,-17.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,79.0,0.0,79.0,5,6,0,0,OCC,2025-09-30,5587775.0,4,LA,0,0,70570
SI,1.0,29809,CHICAGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1914-01-01,9,9,7,CHICAGO,29809_20250930,DIF,1989-08-09,1,FIRST SAVINGS BANK OF HEGEWISCH,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,14,0,0,FDIC,2025-09-30,0.0,5,IL,0,1,60633
NM,1.0,29813,BUCYRUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1888-01-01,9,9,4,COLUMBUS,29813_20250930,DIF,1989-08-09,1,PEOPLES SAVINGS AND LOAN COMPANY,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,2,0,0,FDIC,2025-09-30,0.0,8,OH,0,0,44820
SB,1.0,29835,MILFORD,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1937-01-01,2,2,1,WINDSOR,29835_20250930,DIF,1989-08-09,1,MILFORD FEDERAL BANK,Unknown,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,4,0,0,OCC,2025-09-30,0.0,5,MA,0,0,01757
SB,1.0,29838,LORAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,172.0,0.0,0.0,0.0,18.0,43.0,0.0,0.0,172,129.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1921-01-01,9,9,4,COLUMBUS,29838_20250930,DIF,1989-08-09,1,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF LORAIN,Unknown,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,-155.0,0.0,0.0,-172.0,0.0,0.0,0.0,-18.0,-43.0,0.0,0.0,-172,-129.0,0.0,-111.0,3,6,0,0,OCC,2025-09-30,0.0,5,OH,0,0,44053
NM,1.0,29839,WABASH,0.0,0.0,3.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1920-01-01,9,9,7,INDIANAPOLIS,29839_20250930,DIF,1989-08-09,0,CROSSROADS BANK,FFW CORP,0.0,0.0,10.0,-16.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2.0,0.0,-2.0,3,7,0,0,FDIC,2025-09-30,3848258.0,8,IN,0,1,46992
SM,1.0,29842,HYDE PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-11-17,1886-01-01,2,2,1,SOUTH BOSTON,29842_20250930,DIF,1989-08-09,1,COMMONWEALTH CO-OPERATIVE BANK,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3,0,0,FED,2025-09-30,0.0,5,MA,0,0,02136
SB,1.0,29846,CHARLOTTE,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,26.0,1.0,25.0,0.0,0.0,19.0,0.0,0.0,121.0,102.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-10-09,1936-01-01,9,9,7,DETROIT,29846_20250930,DIF,1989-08-09,0,EATON COMMUNITY BANK,EATON FED MUTUAL HOLDING CO,0.0,0.0,19.0,0.0,0.0,119.0,100.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,-27.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-27,-26.0,-1.0,-25.0,3,7,0,0,OCC,2025-09-30,5444935.0,8,MI,0,0,48813
NM,1.0,29847,WOOSTER,0.0,0.0,1.0,16.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,135,113.0,0.0,113.0,0.0,0.0,12.0,288.0,0.0,73.0,61.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9,9.0,4.0,0.0,2024-05-31,1899-01-01,9,9,4,COLUMBUS,29847_20250930,DIF,1989-08-09,0,MAIN STREET BANK CORP.,MAIN STREET FINL SERVICES CORP,0.0,0.0,11.0,272.0,0.0,67.0,56.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,-126.0,0.0,0.0,0.0,5.0,0.0,-22.0,0.0,-126,-104.0,4.0,-113.0,3,20,0,0,FDIC,2025-09-30,3178900.0,4,OH,0,0,44691
SB,1.0,29857,FORT SCOTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1919-01-01,11,11,10,SPRINGFIELD MO,29857_20250930,DIF,1989-08-09,1,"THE LIBERTY SAVINGS ASSOCIATION, FSA",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,1,0,0,OCC,2025-09-30,0.0,5,KS,0,0,66701
NM,1.0,29858,STRASBURG,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1924-01-01,9,9,4,COLUMBUS,29858_20250930,DIF,1989-08-09,0,SSB COMMUNITY BANK,STRASBURG BCORP INC,0.0,0.0,-8.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,4,0,0,FDIC,2025-09-30,2623234.0,4,OH,0,0,44680
SB,1.0,29874,DEARBORN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1936-01-01,9,9,7,DETROIT,29874_20250930,DIF,1989-08-09,1,DEARBORN FEDERAL SAVINGS BANK,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,5,0,0,OCC,2025-09-30,0.0,5,MI,0,0,48124
NM,1.0,29878,SAINT JOHN,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15.0,0.0,15.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1910-01-01,9,9,7,INDIANAPOLIS,29878_20250930,DIF,1989-08-09,0,AMERICAN COMMUNITY BANK OF INDIANA,AMB FINANCIAL CORP,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,-15.0,0.0,-15.0,3,5,0,0,FDIC,2025-09-30,3848267.0,4,IN,0,0,46373
N,1.0,2987,WALLA WALLA,0.0,2.0,0.0,29.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,65.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,30.0,30.0,0.0,2022-08-31,1869-11-10,14,14,12,SEATTLE,2987_20250930,DIF,1934-01-01,0,BAKER-BOYER NATIONAL BANK,BAKER BOYER BCORP,0.0,-2.0,0.0,-29.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,17.0,0.0,-2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18.0,29.0,-11.0,4,7,0,0,OCC,2025-09-30,1141870.0,4,WA,0,1,99362
SB,1.0,29881,MARTINSVILLE,0.0,0.0,2.0,98.0,0.0,30.0,28.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1890-01-01,9,9,7,INDIANAPOLIS,29881_20250930,DIF,1989-08-09,1,HOME BANK SB,Unknown,0.0,0.0,-2.0,-98.0,0.0,73.0,75.0,0.0,0.0,0.0,0.0,-28.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3,-3.0,0.0,0.0,3,6,0,0,OCC,2025-09-30,0.0,8,IN,0,0,46151
SB,1.0,29904,ELIZABETHTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1937-06-15,13,13,6,KNOXVILLE,29904_20250930,DIF,1989-08-09,1,ELIZABETHTON FEDERAL SAVINGS BANK,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,5,0,0,OCC,2025-09-30,0.0,8,TN,0,0,37643
NM,1.0,29907,LOGANSPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1925-01-01,9,9,7,INDIANAPOLIS,29907_20250930,DIF,1989-08-09,0,LOGANSPORT SAVINGS BANK,LOGANSPORT FINANCIAL CORP,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,3848397.0,2,IN,0,1,46947
SL,1.0,29910,SCOTTSBURG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1889-01-01,9,9,8,INDIANAPOLIS,29910_20250930,DIF,1989-08-09,0,SCOTTSBURG BUILDING AND LOAN ASSOCIATION,SCOTTSBURG B&L MHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,3832202.0,5,IN,0,0,47170
NM,1.0,29922,VANCOUVER,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-10-30,1923-01-01,14,14,12,PORTLAND,29922_20250930,DIF,1989-08-09,0,RIVERVIEW BANK,RIVERVIEW BCORP INC,0.0,0.0,0.0,1.0,0.0,-20.0,-20.0,0.0,0.0,0.0,0.0,-75.0,0.0,0.0,-56.0,0.0,0.0,0.0,-56.0,0.0,0.0,0.0,-56,-56.0,0.0,0.0,4,18,0,0,FDIC,2025-09-30,3180060.0,4,WA,0,0,98660
SB,1.0,29933,CONNERSVILLE,0.0,0.0,101.0,0.0,0.0,145.0,44.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,201.0,22.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,49.0,0.0,49.0,2022-08-31,1937-08-01,9,9,7,INDIANAPOLIS,29933_20250930,DIF,1989-08-09,1,UNION SAVINGS AND LOAN ASSOCIATION,Unknown,0.0,0.0,78.0,0.0,0.0,56.0,-22.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,49.0,0.0,49.0,3,4,0,0,OCC,2025-09-30,0.0,5,IN,0,1,47331
SB,1.0,29937,FRANKFORT,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,0.0,4.0,2022-08-31,1934-01-01,9,9,8,LEXINGTON,29937_20250930,DIF,1989-08-09,0,FIRST FEDERAL SAVINGS BANK OF KENTUCKY,FIRST FEDERAL MHC,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,0.0,4.0,3,6,0,0,OCC,2025-09-30,3824476.0,5,KY,0,0,40601
SI,1.0,29941,TEANECK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1893-01-01,2,2,2,JAMESBURG,29941_20250930,DIF,1989-08-09,0,BOGOTA SAVINGS BANK,BOGOTA FINANCIAL MHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,10,0,0,FDIC,2025-09-30,5423547.0,5,NJ,0,0,07666
N,0.0,29950,WILMINGTON,0.0,0.0,180116.0,13222.0,0.0,206455.0,22667.0,3672.0,0.0,0.0,0.0,224577.0,0.0,332.0,4568.0,29.0,0.0,0.0,1773.0,272.0,1116.0,0.0,4568,3151.0,2.0,1376.0,0.0,0.0,309844.0,33170.0,0.0,435364.0,104082.0,21438.0,0.0,0.0,0.0,528329.0,0.0,1911.0,57884.0,0.0,0.0,0.0,1069.0,13516.0,43293.0,0.0,57884,1075.0,6.0,0.0,2022-08-31,1907-01-01,2,16,3,CLAYMONT,29950_20250930,DIF,1989-08-09,0,"SANTANDER BANK, N.A.",BANCO SANTANDER SA,0.0,0.0,129728.0,19948.0,0.0,228909.0,81415.0,17766.0,0.0,0.0,0.0,303752.0,0.0,1579.0,53316.0,-29.0,0.0,0.0,-704.0,13244.0,42177.0,0.0,53316,-2076.0,4.0,-1376.0,1,381,0,0,OCC,2025-09-30,1239254.0,4,DE,0,1,19801
SM,1.0,29961,JEFFERSONVILLE,0.0,0.0,0.0,30.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,350.0,0.0,0.0,0.0,1.0,0.0,295.0,0.0,350,55.0,1.0,53.0,0.0,0.0,5.0,547.0,0.0,304.0,299.0,0.0,0.0,0.0,0.0,1222.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,371,191.0,0.0,191.0,2022-08-31,1938-01-07,9,9,8,INDIANAPOLIS,29961_20250930,DIF,1989-08-09,0,FIRST SAVINGS BANK,FIRST SVG FINANCIAL GROUP INC,0.0,0.0,5.0,517.0,0.0,230.0,225.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,21.0,0.0,0.0,0.0,-1.0,0.0,-115.0,0.0,21,136.0,-1.0,138.0,3,16,0,0,FED,2025-09-30,3908929.0,4,IN,0,0,47130
