CERT,anomaly_flag,anomaly_score
149,1,0.07874568177512586
15010,1,0.1150849003290842
15019,1,0.12904748475239353
15032,1,0.11949805591857288
15035,1,0.10973801552767959
15038,1,0.11319895080272047
15046,1,0.11112100305715944
15050,1,0.12592941489254483
15059,-1,-0.06843046837153344
15078,1,0.12323237902106604
15085,1,0.0741430978984216
15091,1,0.11921990510154262
15092,1,0.056154193817136544
15098,1,0.11231812892717113
15101,-1,-0.014850218663310044
15104,1,0.08415297130337179
15105,1,0.08244636544185857
15111,1,0.09329231838861868
15113,1,0.0955579003002629
15118,-1,-0.03279773012549059
15136,1,0.12235369075187336
1513,1,0.11167192683291671
15146,1,0.07889539274678548
15152,1,0.12093097748342602
15164,1,0.03520664613900287
15165,1,0.012629345133186587
15194,1,0.12136638130710309
15200,1,0.12502521358468283
15205,1,0.10753024964194502
15206,1,0.11955287098447431
15214,1,0.04627352017032482
15216,1,0.1274084795359663
15228,1,0.10212065207797183
15229,1,0.11879729287619961
15237,1,0.07179587011863536
15242,1,0.12426443343403859
15243,1,0.1129854626416098
15249,1,0.02784563703443499
15254,1,0.01576288852046992
15255,1,0.05614756911582891
15258,1,0.11287800601224895
15259,1,0.0927889935192564
15261,1,0.09854656704693521
15264,1,0.12099792963232847
15270,1,0.11401067629118089
15271,1,0.12730722021904367
15272,1,0.11750384378733214
1527,1,0.11745385768077743
15282,1,0.0066692182965598645
15286,1,0.11308831002783498
1528,1,0.12160338974738755
15305,1,0.05360200223038558
15306,1,0.1296254703052271
15310,1,0.07231923164722404
15311,1,0.09280493595866934
15321,1,0.10116895286809602
15323,1,0.09503571895053531
15324,1,0.09915234257844269
15326,1,1.89793395570792e-05
15334,1,0.12683418281547176
15336,-1,-0.052595978130633436
15345,1,0.10354637040522702
15346,1,0.10157602620552969
15347,1,0.058653725038047944
15348,1,0.052221727656472317
15355,1,0.10695631870353928
15359,1,0.12112737174567173
15362,-1,-0.07010384646011347
15364,1,0.12412179462652262
15367,1,0.08164316896761087
15399,1,0.12496848447072689
15405,1,0.08973442080255212
15415,1,0.12827541006416104
15423,1,0.08398547125708217
15427,1,0.07670916746752182
15442,1,0.06633486402980748
15443,1,0.10100630514344655
15444,1,0.11719852204437181
1545,1,0.039506595976418646
15460,1,0.12616931571525136
15463,1,0.0745621174052648
15465,1,0.1328792935625125
15469,-1,-0.008809388095617487
15471,1,0.1292951629228134
15472,1,0.12452072239449574
15477,1,0.1298188817157388
15478,1,0.12855864902062403
1547,1,0.08386988016577074
15480,1,0.06018477126778976
15489,1,0.10461083046334796
15496,-1,-0.026921274388921335
15501,1,0.08400573550619062
1550,1,0.1039586281402306
15510,-1,-0.1233872277675736
15511,1,0.1236591726377349
15519,1,0.11545630608594465
15523,1,0.08472040549166066
1552,1,0.12471958404731753
15532,-1,-0.0438592609555023
15539,1,0.12458047106175696
1553,1,0.12844388995186484
15545,1,0.12082974480513115
15546,1,0.11032403304344834
15547,-1,-0.022214393798812182
15555,1,0.12156624671906152
15562,1,0.12806431510670002
15565,1,0.12279997562935902
15566,1,0.09295109517696515
1556,1,0.06329254836714365
15572,1,0.12615164588328992
15578,1,0.008469584231141969
15580,1,0.041639876531649134
15584,1,0.11036512603394144
15585,1,0.060417357118876414
15590,1,0.06643699766117145
